Date,MSFT,IBM,AAPL,MCD,PG,GOOG
31/12/2003,27.37,92.68,10.68,24.83,49.94,
2/01/2004,27.45,91.55,10.64,24.79,49.5,
5/01/2004,28.14,93.05,11.08,25.03,49.74,
6/01/2004,28.24,93.06,11.04,25.33,49.49,
7/01/2004,28.21,92.78,11.3,25.41,49.05,
8/01/2004,28.16,93.04,11.68,25.5,49.56,
9/01/2004,27.66,91.21,11.5,25.15,49.82,
12/01/2004,27.57,91.55,11.86,25.11,50.12,
13/01/2004,27.43,89.7,12.06,24.64,49.85,
14/01/2004,27.7,90.31,12.1,25.07,50.02,
15/01/2004,27.54,94.02,11.42,25.15,49.76,
16/01/2004,27.81,95.32,11.36,25.31,49.5,
20/01/2004,28.1,97.1,11.36,25.17,49.34,
21/01/2004,28.3,97.7,11.3,25.52,49.58,
22/01/2004,28.01,97.51,11.09,25.39,49.62,
23/01/2004,28.48,97.9,11.28,25.25,49.18,
26/01/2004,28.8,99.85,11.5,25.28,49.92,
27/01/2004,28.25,98.8,11.54,25.45,49.59,
28/01/2004,27.71,97.38,11.26,24.86,49.31,
29/01/2004,27.91,98.01,11.34,25.5,50,
30/01/2004,27.65,99.23,11.28,25.74,50.54,
2/02/2004,27.4,99.39,11.16,25.99,50.84,
3/02/2004,27.29,100,11.13,26.15,51.01,
4/02/2004,27.01,100.19,10.9,26.41,51.6,
5/02/2004,26.96,98.82,11.21,26.7,51.34,
6/02/2004,27.08,98.94,11.36,27.16,51.18,
9/02/2004,26.9,98.95,11.33,26.91,51.28,
10/02/2004,27.02,99.61,11.49,26.78,51.18,
11/02/2004,27.15,99.96,11.9,27.05,51.6,
12/02/2004,26.95,99.3,11.86,26.68,51.2,
13/02/2004,26.59,99.71,11.5,26.63,51.02,
17/02/2004,26.99,99.37,11.58,27,51.56,
18/02/2004,26.77,98.42,11.63,27.05,51.48,
19/02/2004,26.46,97.8,11.24,27.23,51.22,
20/02/2004,26.57,97.31,11.2,27.16,51.25,
23/02/2004,26.61,95.96,11.1,27.77,51.78,
24/02/2004,26.88,96.79,11.18,27.63,50.89,
25/02/2004,26.7,96.54,11.4,27.94,51.34,
26/02/2004,26.5,96.79,11.52,28.3,51.54,
27/02/2004,26.53,96.5,11.96,28.3,51.26,
1/03/2004,26.7,97.04,12.01,28.41,51.93,
2/03/2004,26.39,96.82,11.9,28.42,51.06,
3/03/2004,26.37,96.84,11.96,28.89,51.23,
4/03/2004,26.37,96.39,12.58,28.84,51,
5/03/2004,26.35,96.45,13.37,29.85,50.88,
8/03/2004,25.83,94.59,13,29.31,51.24,
9/03/2004,25.72,94.53,13.55,28.98,51.24,
10/03/2004,25.37,93.06,13.84,28.91,52.76,
11/03/2004,25.09,91.21,13.58,28.7,51.98,
12/03/2004,25.38,93.3,13.78,29.01,52.06,
15/03/2004,25.16,91.82,13.22,28.45,51.26,
16/03/2004,25.18,92.45,12.91,28.66,51.53,
17/03/2004,25.13,93.39,13.1,28.7,52.11,
18/03/2004,24.89,92.85,12.84,28.02,52.22,
19/03/2004,24.63,91.62,12.93,28.1,52.02,
22/03/2004,24.5,91.02,12.93,28.35,51.98,
23/03/2004,24.15,91.32,12.64,27.76,51.68,
24/03/2004,24.41,91.77,12.75,27.7,51.51,
25/03/2004,25.19,92.39,13.44,28.45,52.27,
26/03/2004,25.03,92.77,13.52,27.87,51.98,
29/03/2004,25.31,92.68,13.96,28.47,52.44,
30/03/2004,25.2,92.32,13.96,28.66,52.99,
31/03/2004,24.93,91.84,13.52,28.57,52.44,
1/04/2004,25.08,92.37,13.56,28.91,52.99,
2/04/2004,25.85,94.2,13.75,28.94,53.06,
5/04/2004,25.95,94.18,14.16,29.36,53.18,
6/04/2004,25.8,93.7,13.92,29.01,53.5,
7/04/2004,25.59,93.08,13.66,28.9,53.22,
8/04/2004,25.48,93.12,13.76,28.67,53.2,
12/04/2004,25.61,93.74,14.02,29.02,53.56,
13/04/2004,25.45,93.04,13.46,28.27,52.96,
14/04/2004,25.51,93.7,13.32,27,52.9,
15/04/2004,25.22,93.97,14.65,26.93,53.06,
16/04/2004,25.16,92.28,14.59,27.46,52.98,
19/04/2004,25.53,91.94,14.18,26.75,53.01,
20/04/2004,25.33,90.65,13.86,26.55,52.3,
21/04/2004,25.45,91.26,13.86,26.95,51.77,
22/04/2004,25.95,90.74,13.89,27.4,52.32,
23/04/2004,27.54,91.28,13.85,27.34,52.5,
26/04/2004,27.24,90.43,13.56,27.32,52.62,
27/04/2004,27.22,91.11,13.47,27.2,52.82,
28/04/2004,26.56,90.41,13.22,27.61,52.08,
29/04/2004,26.48,89.08,13.38,27.18,52.98,
30/04/2004,26.13,88.17,12.89,27.23,52.88,
3/05/2004,26.35,88.02,13.04,27.76,53.4,
4/05/2004,26.33,89,13.07,27.61,53.15,
5/05/2004,26.3,88.96,13.32,27.81,53.4,
6/05/2004,26.12,88.36,13.29,27.27,53.89,
7/05/2004,25.78,88.19,13.34,26.71,53.36,
10/05/2004,25.93,86.88,13.14,26.64,52.84,
11/05/2004,25.94,87.13,13.57,26.45,53.04,
12/05/2004,25.94,86.81,13.65,26.07,53.07,
13/05/2004,26.1,87.19,13.6,26.09,52.66,
14/05/2004,25.86,86.41,13.53,26.17,53.2,
17/05/2004,25.54,85.53,13.32,25.87,53.14,
18/05/2004,25.83,86.06,13.53,25.79,53.03,
19/05/2004,25.62,87.05,13.24,25.75,52.74,
20/05/2004,25.73,87.42,13.36,25.31,53.34,
21/05/2004,25.89,87.13,13.56,25.45,53.46,
24/05/2004,25.76,87.1,13.67,25.35,53.08,
25/05/2004,26.1,88.7,14.2,25.45,53.88,
26/05/2004,26.14,88.35,14.26,25.75,53.8,
27/05/2004,26.19,88.59,14.08,26.27,54.29,
28/05/2004,26.23,88.59,14.03,26.4,53.91,
1/06/2004,26.11,88.12,14.03,26.47,54.3,
2/06/2004,26.13,87.98,14.46,26.43,54.4,
3/06/2004,25.89,87.35,14.2,26.52,53.98,
4/06/2004,25.95,87.56,14.39,26.86,53.94,
7/06/2004,26.43,88.64,14.9,26.61,54.75,
8/06/2004,26.6,90.04,15.18,26.84,55.14,
9/06/2004,26.47,90.09,15.1,26.58,55.38,
10/06/2004,26.77,90.46,15.37,27.05,55.26,
14/06/2004,26.9,90.07,15.06,27,55.27,
15/06/2004,27.4,90.54,15.34,26.68,55.52,
16/06/2004,27.32,90.38,16.37,26.71,55.59,
17/06/2004,27.77,90.44,16.4,26.72,55.18,
18/06/2004,28.35,90.06,16.46,26.92,55.1,
21/06/2004,28.35,89.49,16.16,26.86,55.5,
22/06/2004,28.29,90.02,16.5,26.9,55.88,
23/06/2004,28.3,90.79,16.85,27.11,55.96,
24/06/2004,28.39,89.99,16.59,27.08,55.29,
25/06/2004,28.57,89.55,16.8,26.99,54.75,
28/06/2004,28.28,88.71,16.24,26.58,54.6,
29/06/2004,28.5,88.29,16.25,26.41,54.85,
30/06/2004,28.56,88.15,16.27,26,54.44,
1/07/2004,28.63,87.5,16.15,26.31,54.25,
2/07/2004,28.57,87.04,15.54,26.12,54.33,
6/07/2004,28.02,85.7,15.48,26.13,54.15,
7/07/2004,28.1,85.35,15.2,26.42,54.42,
8/07/2004,27.64,83.65,15.07,26.5,54.55,
9/07/2004,27.86,83.89,15.02,26.51,54.72,
12/07/2004,27.89,84.95,14.57,26.82,54.88,
13/07/2004,27.6,85.25,14.61,26.68,54.9,
14/07/2004,28.13,84.13,14.79,27.79,55.08,
15/07/2004,27.87,84.02,16.46,27.91,55.01,
16/07/2004,27.48,84.28,16.1,27.81,55.1,
19/07/2004,27.95,85.3,15.98,27.93,54.68,
20/07/2004,28.32,86.36,16.1,28.16,54.5,
21/07/2004,28.86,85.3,15.81,27.66,53.24,
22/07/2004,29,86.06,15.84,27.57,53.38,
23/07/2004,28.03,84.85,15.35,27.08,52.49,
26/07/2004,28.66,85.09,15.63,26.98,53.12,
27/07/2004,28.44,85.88,16.22,27.49,53.89,
28/07/2004,28.58,85.85,16.14,27.31,53.44,
29/07/2004,28.48,86.77,16.32,27.24,52.92,
30/07/2004,28.49,87.07,16.17,27.5,52.15,
2/08/2004,28.52,86.69,15.79,27.46,53.34,
3/08/2004,28.07,85.71,15.64,27.25,53.66,
4/08/2004,28.06,85.97,15.9,27.16,54.06,
5/08/2004,27.53,85.19,15.7,26.88,53.15,
6/08/2004,27.14,83.48,14.89,26.34,52.99,
9/08/2004,27.18,83.55,15.15,26.16,53.09,
10/08/2004,27.72,84.99,15.76,26.74,54.2,
11/08/2004,27.41,83.69,15.5,26.35,54.67,
12/08/2004,26.88,82.21,15.18,25.85,54.29,
13/08/2004,27.02,83.91,15.42,25.81,54.46,
16/08/2004,27.09,84.02,15.39,25.75,54.97,
17/08/2004,27.05,84.04,15.44,26.37,54.84,
18/08/2004,27.46,85.13,15.87,26.48,55.2,
19/08/2004,27.12,84.89,15.36,26.6,54.48,100.34
20/08/2004,27.2,85.25,15.4,27.07,54.85,108.31
23/08/2004,27.24,84.65,15.54,26.64,54.75,109.4
24/08/2004,27.24,84.71,15.98,26.87,54.95,104.87
25/08/2004,27.55,85.07,16.52,26.95,55.3,106
26/08/2004,27.44,84.69,17.33,27.1,55.7,107.91
27/08/2004,27.46,84.94,17.18,27.17,55.98,106.15
30/08/2004,27.3,84.4,17.06,27,55.51,102.01
31/08/2004,27.3,84.69,17.24,27.02,55.97,102.37
1/09/2004,27.39,84.22,17.93,27.19,56.2,100.25
2/09/2004,27.62,84.57,17.83,27.5,56.49,101.51
3/09/2004,27.11,84.39,17.62,27.76,56.55,100.01
7/09/2004,27.36,84.97,17.88,27.38,56.65,101.58
8/09/2004,27.26,85.86,18.18,27.5,56.73,102.3
9/09/2004,27.28,86.44,17.85,27.44,56.09,102.31
10/09/2004,27.49,86.76,17.94,27.05,56.18,105.33
13/09/2004,27.25,86.49,17.8,27.17,56.27,107.5
14/09/2004,27.44,86.72,17.74,27.6,56.65,111.49
15/09/2004,27.19,86.37,17.6,27.53,56.3,112
16/09/2004,27.26,86.12,18.18,27.59,55.91,113.97
17/09/2004,27.51,85.74,18.57,27.67,56.26,117.49
20/09/2004,27.51,85.7,18.86,27.47,54.38,119.36
21/09/2004,27.26,85.72,19,27.77,54.88,117.84
22/09/2004,27.12,84.31,18.46,27.01,54.3,118.38
23/09/2004,27.35,83.88,18.64,27.14,54.28,120.82
24/09/2004,27.29,84.43,18.64,27.6,54.08,119.83
27/09/2004,27.19,84.16,18.76,27.94,53.63,118.26
28/09/2004,27.27,84.48,19.02,27.96,53.77,126.86
29/09/2004,27.58,84.98,19.34,27.89,54.46,131.08
30/09/2004,27.65,85.74,19.38,28.03,54.12,129.6
1/10/2004,28.25,86.72,19.34,28.14,54.66,132.58
4/10/2004,28.12,87.16,19.4,28,54.35,135.06
5/10/2004,28.38,87.32,19.68,27.94,54.26,138.37
6/10/2004,28.53,88.04,20.32,27.84,54.3,137.08
7/10/2004,28.17,87.42,19.81,27.93,53.64,138.85
8/10/2004,27.99,86.71,19.53,27.94,53.45,137.73
11/10/2004,28.06,86.63,19.3,27.68,53.67,135.26
12/10/2004,28.03,86,19.14,27.55,53.53,137.4
13/10/2004,28.03,84.98,19.88,28.86,53.02,140.9
14/10/2004,27.8,84.78,22.49,29.08,52.97,142
15/10/2004,27.99,84.85,22.75,28.99,53.69,144.11
18/10/2004,28.41,85.92,23.88,29.2,53.66,149.16
19/10/2004,28.18,89.37,23.71,29,53,147.94
20/10/2004,28.7,88.82,23.74,28.8,53.56,140.49
21/10/2004,28.56,88.1,23.97,28.52,53.62,149.38
22/10/2004,27.74,87.39,23.7,28.52,53.05,172.43
25/10/2004,27.63,88.43,23.78,28.38,52.33,187.4
26/10/2004,27.9,89,23.98,28.87,53.21,181.8
27/10/2004,28.15,90,25.15,29.19,51.78,185.97
28/10/2004,28.01,89.5,26.1,29.03,51.31,193.3
29/10/2004,27.97,89.75,26.2,29.15,51.18,190.64
1/11/2004,28.08,90.11,26.22,29.58,51,196.03
2/11/2004,28.24,90.47,26.75,29.19,50.97,194.87
3/11/2004,28.47,91.2,27.66,29.31,51.86,191.67
4/11/2004,29,92.38,27.22,29.63,53.19,184.7
5/11/2004,29.31,93.28,27.36,30.06,53.52,169.35
8/11/2004,29.28,93.37,27.19,30.2,53.29,172.55
9/11/2004,29.77,93.37,27.02,30.18,52.77,168.7
10/11/2004,29.73,93.61,27.38,30.02,53,167.86
11/11/2004,29.98,94.79,27.65,30.28,54,183.02
12/11/2004,29.97,95.32,27.75,30.5,54.6,182
15/11/2004,27.39,95.92,27.62,30.42,54.48,184.87
16/11/2004,27.12,94.89,27.47,30.11,54.35,172.54
17/11/2004,27.17,95.46,27.45,30.4,54.49,172.5
18/11/2004,27.07,95.1,27.7,29.95,54.77,167.54
19/11/2004,26.86,94.45,27.58,29.3,54.32,169.4
22/11/2004,26.65,95.11,30.68,29.38,54.46,165.1
23/11/2004,26.53,95.28,30.64,30.1,54.06,167.52
24/11/2004,26.64,95.46,32.02,30.4,53.94,174.76
26/11/2004,26.6,94.72,32.28,30.57,53.64,179.39
29/11/2004,26.77,95.5,34.22,30.75,54.1,181.05
30/11/2004,26.81,94.24,33.52,30.74,53.48,181.98
1/12/2004,27.25,95.88,33.9,31.21,54.66,179.96
2/12/2004,27.09,95.76,32.6,31.42,55.82,179.4
3/12/2004,27.23,97.08,31.34,31.28,55.39,180.4
6/12/2004,27.33,97.67,32.89,31.08,54.3,176.29
7/12/2004,27.07,96.1,31.44,31.22,54.04,171.43
8/12/2004,27.36,96.65,31.64,31.5,55.03,169.98
9/12/2004,27.23,97.51,32,31.78,56.38,173.43
10/12/2004,27.08,96.67,32.58,31.65,56.44,171.65
13/12/2004,27.25,96.45,32.46,31.98,56.49,170.45
14/12/2004,27.23,97.31,32.64,31.91,56.49,178.69
15/12/2004,27.11,97.33,32.63,32.44,56.12,179.78
16/12/2004,27.16,97.45,33.3,32.66,56.1,176.47
17/12/2004,26.96,96.2,32.5,32.54,55.44,180.08
20/12/2004,26.95,96.55,31.36,32.39,55.59,185.02
21/12/2004,27.07,97.02,31.84,32.59,56.07,183.75
22/12/2004,26.97,97.61,31.88,32.52,55.92,186.3
23/12/2004,27.01,97.72,32,32.33,55.59,187.9
27/12/2004,26.85,97.5,31.58,32.15,55.4,191.91
28/12/2004,26.95,98.3,32.09,32.46,55.44,192.76
29/12/2004,26.9,98.18,32.22,32.53,55.24,192.9
30/12/2004,26.76,98.3,32.4,32.38,55.45,197.6
31/12/2004,26.72,98.58,32.2,32.06,55.08,192.79
3/01/2005,26.74,97.75,31.64,31.82,55.19,202.71
4/01/2005,26.84,96.7,31.97,32.08,54.5,194.5
5/01/2005,26.78,96.5,32.25,31.83,55.07,193.51
6/01/2005,26.75,96.2,32.28,32.08,55.34,188.55
7/01/2005,26.67,95.78,34.62,31.87,55.92,193.85
10/01/2005,26.8,95.68,34.48,31.67,56.36,195.06
11/01/2005,26.73,95,32.28,31.1,56.3,193.54
12/01/2005,26.78,95.21,32.73,31.34,56.51,195.38
13/01/2005,26.27,94.45,34.9,30.89,55.53,195.33
14/01/2005,26.12,94.1,35.1,31.31,55.88,199.97
18/01/2005,26.32,94.9,35.32,31.6,55.99,203.9
19/01/2005,25.98,93.1,34.94,31.62,56.68,197.3
20/01/2005,25.86,93,35.23,31.45,56.7,193.92
21/01/2005,25.65,92.38,35.24,31.25,55.65,188.28
24/01/2005,25.67,91.79,35.38,31.74,55.21,180.72
25/01/2005,26.02,92.19,36.02,31.94,55.73,177.12
26/01/2005,26.01,91.95,36.12,31.99,55.44,189.24
27/01/2005,26.11,91.98,36.32,32.12,55.32,188.08
28/01/2005,26.18,92.89,36.99,32,54.15,190.34
31/01/2005,26.28,93.42,38.45,32.39,53.23,195.62
1/02/2005,26.39,93.86,38.76,31.98,52.87,191.9
2/02/2005,26.46,94.3,39.82,31.77,53.4,205.96
3/02/2005,26.18,93.54,38.9,32.06,53.24,210.86
4/02/2005,26.32,94.51,39.42,32.57,52.62,204.36
7/02/2005,26.16,94.53,39.47,32.78,52.53,196.03
8/02/2005,26.24,94.13,40.45,32.42,51.98,198.64
9/02/2005,26.07,92.7,39.37,31.97,51.51,191.58
10/02/2005,26.06,92.76,39.18,32.1,51.62,187.98
11/02/2005,25.97,93.3,40.6,32.25,52.15,187.4
14/02/2005,26.01,93.57,42.32,32.61,52.7,192.99
15/02/2005,25.93,94.33,44.2,33.16,53.48,195.23
16/02/2005,25.79,94.62,45.06,32.6,53.31,198.41
17/02/2005,25.65,93.75,43.9,32.29,53.33,197.9
18/02/2005,25.48,93.27,43.4,32.33,53.5,197.95
22/02/2005,25.23,92.32,42.64,31.95,52.25,191.37
23/02/2005,25.2,92.1,44.12,32.44,53.49,193.95
24/02/2005,25.37,92.64,44.46,32.65,53.83,188.89
25/02/2005,25.25,92.8,44.5,32.98,54.19,185.87
28/02/2005,25.16,92.58,44.86,33.08,53.09,187.99
1/03/2005,25.28,93.3,44.5,33.33,53.51,186.06
2/03/2005,25.26,92.92,44.12,33.28,53.59,185.18
3/03/2005,25.17,92.41,41.79,33.41,53.48,187
4/03/2005,25.17,92.37,42.81,33.96,53.85,185.9
7/03/2005,25.47,91.6,42.75,34.21,53.7,188.81
8/03/2005,25.4,92.13,40.53,33.48,53.35,185.2
9/03/2005,25.31,92.35,39.35,32.53,53,181.35
10/03/2005,25.43,92.41,39.83,32.75,53.27,179.98
11/03/2005,25.09,91.51,40.27,32.59,52.51,177.8
14/03/2005,25.11,91.9,40.32,32.96,53.25,174.99
15/03/2005,24.91,91.38,40.96,32.43,52.92,178.61
16/03/2005,24.63,90.65,41.18,32.32,52.81,175.6
17/03/2005,24.54,89.86,42.25,31.8,52.75,179.29
18/03/2005,24.31,89.28,42.96,31.9,53.4,180.04
21/03/2005,24.2,89.51,43.7,31.68,52.74,180.88
22/03/2005,23.99,89.5,42.83,31.45,52.05,178.6
23/03/2005,24.18,90.52,42.55,31.45,52.83,178.98
24/03/2005,24.28,90.7,42.5,31.58,52.6,179.25
28/03/2005,24.2,91.04,42.53,31.53,52.51,181.42
29/03/2005,23.92,90.6,41.75,31.02,51.86,179.57
30/03/2005,24.16,90.68,42.8,31.65,53.36,180.45
31/03/2005,24.17,91.38,41.67,31.14,53,180.51
1/04/2005,24.12,90.44,40.89,31,52.61,180.04
4/04/2005,24.23,90.32,41.09,30.99,53.9,185.29
5/04/2005,24.47,89.57,41.89,31.21,54,188.57
6/04/2005,24.67,89,42.33,31.49,53.96,189.22
7/04/2005,25.1,88.44,43.56,31.47,55.07,193.76
8/04/2005,24.94,87.6,43.74,31.14,54.5,192.05
11/04/2005,24.97,86.2,41.92,30.8,55.34,193.23
12/04/2005,25.32,85.75,42.66,30.9,55.52,193.96
13/04/2005,25.04,84.57,41.04,31.22,55.21,192.93
14/04/2005,24.84,83.64,37.26,30.76,55,191.45
15/04/2005,24.46,76.7,35.35,30.3,54.8,185
18/04/2005,24.65,76.65,35.62,30.1,54.6,186.97
19/04/2005,24.63,75.48,37.09,30.18,54.33,191.4
20/04/2005,24.32,72.01,35.51,29.94,53.39,198.1
21/04/2005,25.28,74.03,37.18,29.85,54.19,204.22
22/04/2005,24.98,74.21,35.5,30.06,53.89,215.81
25/04/2005,24.99,74.61,36.98,30.28,53.83,223.53
26/04/2005,24.76,75.43,36.19,30,53.37,218.75
27/04/2005,24.99,77.05,35.95,30.16,53.53,219.78
28/04/2005,24.45,75.91,35.54,29.61,53.99,219.45
29/04/2005,25.3,76.38,36.06,29.31,54.15,220
2/05/2005,25.23,76.51,36.43,29.57,54.8,222.29
3/05/2005,25.36,76.47,36.21,29.8,54.9,226.19
4/05/2005,25.21,77.08,37.15,30.13,55.14,228.5
5/05/2005,25.23,75.5,36.68,29.94,54.78,226.98
6/05/2005,25.22,75.26,37.24,29.38,54.75,228.02
9/05/2005,25.11,74.98,36.97,30.12,54.98,226.02
10/05/2005,24.9,73.3,36.42,30.1,54.88,227.8
11/05/2005,24.91,73.28,35.61,29.85,55.48,231.29
12/05/2005,25,72.62,34.13,29.78,55.44,228.72
13/05/2005,25.3,73.16,34.77,29.65,54.75,229.24
16/05/2005,25.49,74.34,35.55,29.88,55.14,231.05
17/05/2005,25.46,74.29,35.36,29.97,55.63,233.13
18/05/2005,25.7,76.36,35.84,30.58,56.4,239.16
19/05/2005,25.92,77.16,37.55,30.97,56.62,239.18
20/05/2005,25.74,76.41,37.55,30.94,56.48,241.61
23/05/2005,25.85,76.51,39.76,31.32,56.48,255.45
24/05/2005,25.75,75.81,39.7,30.87,56,256
25/05/2005,25.71,76,39.78,30.89,55.73,260.81
26/05/2005,25.9,77.14,40.74,31.48,55.81,259.2
27/05/2005,26.07,77.1,40.56,31.26,55.76,266
31/05/2005,25.8,75.55,39.76,30.94,55.15,277.27
1/06/2005,25.81,76.84,40.3,31.02,56.12,288
2/06/2005,25.79,77.35,40.04,31.12,55.97,287.9
3/06/2005,25.43,75.79,38.24,30.51,55.27,280.26
6/06/2005,25.37,75,37.92,30.41,55.31,290.94
7/06/2005,25.51,75.04,36.54,29.57,55.45,293.12
8/06/2005,25.4,74.8,36.92,29.23,55.31,279.56
9/06/2005,25.51,74.93,37.65,28.98,55.2,286.31
10/06/2005,25.43,74.77,35.81,29.53,54.75,282.5
13/06/2005,25.31,75.05,35.9,29.11,54.31,282.75
14/06/2005,25.36,74.89,36,29.3,54.39,278.35
15/06/2005,25.26,76.3,37.13,28.95,54.4,274.8
16/06/2005,25.04,77.05,37.98,29.13,54.25,277.44
17/06/2005,25.04,76.39,38.31,29,54.42,280.3
20/06/2005,25.11,76.55,37.61,29.06,54.25,286.7
21/06/2005,25.15,76.41,37.86,29.04,54.33,287.84
22/06/2005,25.07,77.23,38.55,29.02,54.44,289.3
23/06/2005,25.31,75.41,38.89,28.57,53.66,289.71
24/06/2005,25.04,74.01,37.76,28.28,52.82,297.25
27/06/2005,25.05,73.88,37.1,28.16,52.67,304.1
28/06/2005,25.07,75.3,37.31,28.24,53.33,302
29/06/2005,25.09,74.73,36.37,27.91,53.47,292.72
30/06/2005,24.84,74.2,36.81,27.75,52.75,294.15
1/07/2005,24.71,74.67,36.5,27.94,52.9,291.25
5/07/2005,24.98,74.79,37.98,27.97,52.75,295.71
6/07/2005,24.7,75.81,37.39,27.7,52.5,291.52
7/07/2005,24.65,77.38,37.63,28,52.16,295.54
8/07/2005,25.09,79.3,38.25,28.65,52.96,296.23
11/07/2005,25.29,78.96,38.1,28.97,53.9,293.35
12/07/2005,25.61,80.04,38.24,29.16,53.94,291.78
13/07/2005,25.66,81.45,38.35,29.59,54.58,298.86
14/07/2005,25.97,82.42,40.75,29.6,54.75,300.89
15/07/2005,25.79,82.38,41.55,30.99,54.5,301.19
18/07/2005,25.55,81.81,41.49,30.9,54.62,299.54
19/07/2005,26.16,83.7,43.19,30.85,54.88,309.9
20/07/2005,26.19,84.6,43.63,30.9,55.02,312
21/07/2005,26.44,84.4,43.29,30.78,55.13,313.94
22/07/2005,25.68,84.44,44,30.94,54.99,302.4
25/07/2005,25.69,84.2,43.81,30.62,54.94,295.85
26/07/2005,25.54,84.12,43.63,30.36,55.11,296.09
27/07/2005,25.72,83.87,43.99,30.08,55.37,296.93
28/07/2005,25.75,83.8,43.8,30.28,55.82,293.5
29/07/2005,25.61,83.46,42.65,31.17,55.63,287.76
1/08/2005,25.92,83.43,42.75,31.18,55.32,291.61
2/08/2005,26.81,83.31,43.19,31.48,55.36,299.19
3/08/2005,27.25,84.06,43.22,31.62,55,297.3
4/08/2005,27.32,83.12,42.71,31.2,54.17,297.73
5/08/2005,27.76,83.36,42.99,31.3,54.1,292.35
8/08/2005,27.13,83.36,42.65,32.14,54.25,291.25
9/08/2005,27.35,83.5,43.82,32.44,53.94,291.57
10/08/2005,26.95,82.02,43.38,32.7,53.71,285.68
11/08/2005,27.27,82.66,44,34.69,53.66,284.05
12/08/2005,27.05,82.19,46.1,33.25,53.55,289.72
15/08/2005,27.13,82.5,47.68,33.6,54.18,284
16/08/2005,26.74,81.3,46.25,33.17,53.58,285.65
17/08/2005,26.95,81.3,47.15,33.87,53.42,285.1
18/08/2005,26.82,81.15,46.3,33.39,54.18,279.99
19/08/2005,26.72,82.76,45.83,33.38,54.54,280
22/08/2005,26.91,82.6,45.87,33.29,55.16,274.01
23/08/2005,26.87,82.03,45.74,33.04,55.4,279.58
24/08/2005,26.81,81.32,45.77,32.98,54.62,282.57
25/08/2005,27.03,81.1,46.06,33.3,55,282.59
26/08/2005,26.97,80.38,45.74,33.48,54.96,283.58
29/08/2005,27.15,81.34,45.84,33.17,55.64,288.45
30/08/2005,27.18,80.54,46.57,32.4,55.4,287.27
31/08/2005,27.38,80.62,46.89,32.45,55.48,286
1/09/2005,27.2,79.54,46.26,31.55,55.76,286.25
2/09/2005,27.02,79.46,46.22,31.9,55.99,288.45
6/09/2005,27,81.02,48.8,32.66,56.57,287.11
7/09/2005,26.85,80.98,48.68,33.7,56.26,294.87
8/09/2005,26.61,80.8,49.78,33.37,56.15,295.39
9/09/2005,26.58,81.44,51.31,34.14,56.9,299.09
12/09/2005,26.61,81.48,51.4,33.8,56.56,309.74
13/09/2005,26.48,80.75,50.82,33.12,55.54,311.68
14/09/2005,26.31,80.48,49.61,32.36,55.02,303
15/09/2005,26.27,80.01,49.87,33.45,55.5,302.62
16/09/2005,26.07,80.33,51.21,34.24,55.95,300.2
19/09/2005,26,79.43,52.64,33.5,55.56,303.79
20/09/2005,25.84,78.7,53.19,32.62,56.04,307.91
21/09/2005,25.49,77.56,52.11,31.42,55.9,311.9
22/09/2005,25.34,78.21,51.9,33.09,56.69,311.37
23/09/2005,25.27,78,53.2,32.64,56.74,315.36
26/09/2005,25.27,77.41,53.84,33.26,56.59,314.28
27/09/2005,25.34,77.99,53.44,33.01,57.1,313.94
28/09/2005,25.67,79.5,51.08,33.1,57.44,306
29/09/2005,25.94,80.36,52.34,33.48,58.14,309.62
30/09/2005,25.73,80.22,53.61,33.49,59.46,316.46
3/10/2005,25.5,80.45,54.44,33.87,59.31,318.68
4/10/2005,24.98,80.11,53.75,32.88,58.08,311
5/10/2005,24.67,79.82,52.78,32.85,57.11,310.71
6/10/2005,24.73,79.7,51.7,32.73,56.22,312.75
7/10/2005,24.59,80.5,51.3,32.22,56.04,312.99
10/10/2005,24.46,81.25,50.37,32.34,55.84,310.65
11/10/2005,24.41,83.19,51.59,32.34,56.01,306.1
12/10/2005,24.3,82.19,49.25,31.67,56.03,300.97
13/10/2005,24.59,82.2,53.74,32.05,56.2,297.44
14/10/2005,24.67,82.35,54,32.32,56.11,296.14
17/10/2005,24.53,82.59,53.44,32.7,55.78,305
18/10/2005,24.57,83.48,52.21,32.47,55.35,303.28
19/10/2005,25.09,84.17,54.94,33.69,55.67,308.7
20/10/2005,24.79,83.17,56.14,32.4,55.17,303.2
21/10/2005,24.78,83.33,55.66,32.48,54.81,339.9
24/10/2005,25.1,83.47,56.79,33.12,55.1,348.65
25/10/2005,25.03,83.36,56.1,33,55.59,346.91
26/10/2005,25.11,82.89,57.03,32.31,54.99,355.44
27/10/2005,24.85,82.31,55.41,31.55,55.02,353.06
28/10/2005,25.53,81.42,54.47,32.29,55.92,358.17
31/10/2005,25.7,81.88,57.59,31.6,55.99,372.14
1/11/2005,25.96,81.59,57.5,31.77,55.25,379.38
2/11/2005,26.46,81.06,59.95,32.26,55.65,379.68
3/11/2005,26.44,82.87,61.85,33.23,55.96,385.95
4/11/2005,26.66,83,61.15,33.43,55.92,390.43
7/11/2005,27.01,83.61,60.23,33.7,55.58,395.03
8/11/2005,27.05,83.15,59.9,34,55.71,389.9
9/11/2005,26.96,82.84,60.11,33.33,56,379.15
