Date,AAPL,MSFT
16/06/2005,37.98,25.04
17/06/2005,38.31,25.04
20/06/2005,37.61,25.11
21/06/2005,37.86,25.15
22/06/2005,38.55,25.07
23/06/2005,38.89,25.31
24/06/2005,37.76,25.04
27/06/2005,37.1,25.05
28/06/2005,37.31,25.07
29/06/2005,36.37,25.09
30/06/2005,36.81,24.84
1/07/2005,36.5,24.71
5/07/2005,37.98,24.98
6/07/2005,37.39,24.7
7/07/2005,37.63,24.65
8/07/2005,38.25,25.09
11/07/2005,38.1,25.29
12/07/2005,38.24,25.61
13/07/2005,38.35,25.66
14/07/2005,40.75,25.97
15/07/2005,41.55,25.79
18/07/2005,41.49,25.55
19/07/2005,43.19,26.16
20/07/2005,43.63,26.19
21/07/2005,43.29,26.44
22/07/2005,44,25.68
25/07/2005,43.81,25.69
26/07/2005,43.63,25.54
27/07/2005,43.99,25.72
28/07/2005,43.8,25.75
29/07/2005,42.65,25.61
1/08/2005,42.75,25.92
2/08/2005,43.19,26.81
3/08/2005,43.22,27.25
4/08/2005,42.71,27.32
5/08/2005,42.99,27.76
8/08/2005,42.65,27.13
9/08/2005,43.82,27.35
10/08/2005,43.38,26.95
11/08/2005,44,27.27
12/08/2005,46.1,27.05
15/08/2005,47.68,27.13
16/08/2005,46.25,26.74
17/08/2005,47.15,26.95
18/08/2005,46.3,26.82
19/08/2005,45.83,26.72
22/08/2005,45.87,26.91
23/08/2005,45.74,26.87
24/08/2005,45.77,26.81
25/08/2005,46.06,27.03
26/08/2005,45.74,26.97
29/08/2005,45.84,27.15
30/08/2005,46.57,27.18
31/08/2005,46.89,27.38
1/09/2005,46.26,27.2
2/09/2005,46.22,27.02
6/09/2005,48.8,27
7/09/2005,48.68,26.85
8/09/2005,49.78,26.61
9/09/2005,51.31,26.58
12/09/2005,51.4,26.61
13/09/2005,50.82,26.48
14/09/2005,49.61,26.31
15/09/2005,49.87,26.27
16/09/2005,51.21,26.07
19/09/2005,52.64,26
20/09/2005,53.19,25.84
21/09/2005,52.11,25.49
22/09/2005,51.9,25.34
23/09/2005,53.2,25.27
26/09/2005,53.84,25.27
27/09/2005,53.44,25.34
28/09/2005,51.08,25.67
29/09/2005,52.34,25.94
30/09/2005,53.61,25.73
3/10/2005,54.44,25.5
4/10/2005,53.75,24.98
5/10/2005,52.78,24.67
6/10/2005,51.7,24.73
7/10/2005,51.3,24.59
10/10/2005,50.37,24.46
11/10/2005,51.59,24.41
12/10/2005,49.25,24.3
13/10/2005,53.74,24.59
14/10/2005,54,24.67
17/10/2005,53.44,24.53
18/10/2005,52.21,24.57
19/10/2005,54.94,25.09
20/10/2005,56.14,24.79
21/10/2005,55.66,24.78
24/10/2005,56.79,25.1
25/10/2005,56.1,25.03
26/10/2005,57.03,25.11
27/10/2005,55.41,24.85
28/10/2005,54.47,25.53
31/10/2005,57.59,25.7
1/11/2005,57.5,25.96
2/11/2005,59.95,26.46
3/11/2005,61.85,26.44
4/11/2005,61.15,26.66
7/11/2005,60.23,27.01
8/11/2005,59.9,27.05
9/11/2005,60.11,26.96
10/11/2005,61.18,27.09
11/11/2005,61.54,27.28
14/11/2005,61.45,27.35
15/11/2005,62.28,27.5
16/11/2005,64.95,27.74
17/11/2005,64.52,27.97
18/11/2005,64.56,28.07
21/11/2005,64.96,28.16
22/11/2005,66.52,27.91
23/11/2005,67.11,27.92
25/11/2005,69.34,27.76
28/11/2005,69.66,27.75
29/11/2005,68.1,27.68
30/11/2005,67.82,27.68
1/12/2005,71.6,27.89
2/12/2005,72.63,28.01
5/12/2005,71.82,27.85
6/12/2005,74.05,27.69
7/12/2005,73.95,27.75
8/12/2005,74.08,27.69
9/12/2005,74.33,27.71
12/12/2005,74.91,27.45
13/12/2005,74.98,27.13
14/12/2005,72.01,27.09
15/12/2005,72.18,26.92
16/12/2005,71.11,26.9
19/12/2005,71.38,26.83
20/12/2005,72.11,26.86
21/12/2005,73.5,26.73
22/12/2005,74.02,26.59
23/12/2005,73.35,26.64
27/12/2005,74.23,26.46
28/12/2005,73.57,26.39
29/12/2005,71.45,26.27
30/12/2005,71.89,26.15
3/01/2006,74.75,26.84
4/01/2006,74.97,26.97
5/01/2006,74.38,26.99
6/01/2006,76.3,26.91
9/01/2006,76.05,26.86
10/01/2006,80.86,27
11/01/2006,83.9,27.29
12/01/2006,84.29,27.14
13/01/2006,85.59,27.19
17/01/2006,84.71,26.99
18/01/2006,82.49,26.83
19/01/2006,79.04,27.02
20/01/2006,76.09,26.41
23/01/2006,77.67,26.35
24/01/2006,76.04,26.28
25/01/2006,74.2,26.4
26/01/2006,72.33,26.5
27/01/2006,72.03,27.79
30/01/2006,75,28
31/01/2006,75.51,28.15
1/02/2006,75.42,28.04
2/02/2006,72.1,27.68
3/02/2006,71.85,27.54
6/02/2006,67.3,27.17
7/02/2006,67.6,26.94
8/02/2006,68.81,26.91
9/02/2006,64.95,26.66
10/02/2006,67.31,26.69
13/02/2006,64.71,26.39
14/02/2006,67.64,26.65
15/02/2006,69.22,26.88
16/02/2006,70.57,26.81
17/02/2006,70.29,26.7
21/02/2006,69.08,26.54
22/02/2006,71.32,26.72
23/02/2006,71.75,26.66
24/02/2006,71.46,26.63
27/02/2006,70.99,27.05
28/02/2006,68.49,26.87
1/03/2006,69.1,27.14
2/03/2006,69.61,26.97
3/03/2006,67.72,26.93
6/03/2006,65.48,26.91
7/03/2006,66.31,27.06
8/03/2006,65.66,27.25
9/03/2006,63.93,27
10/03/2006,63.19,27.17
13/03/2006,65.68,27.11
14/03/2006,67.32,27.23
15/03/2006,66.23,27.36
16/03/2006,64.31,27.27
17/03/2006,64.66,27.5
20/03/2006,63.99,27.89
21/03/2006,61.81,27.74
22/03/2006,61.67,27.15
23/03/2006,60.16,26.85
24/03/2006,59.96,27.01
27/03/2006,59.51,27.01
28/03/2006,58.71,26.9
29/03/2006,62.33,27.02
30/03/2006,62.75,27.23
31/03/2006,62.72,27.21
3/04/2006,62.65,27.56
4/04/2006,61.17,27.64
5/04/2006,67.21,27.74
6/04/2006,71.24,27.56
7/04/2006,69.79,27.25
10/04/2006,68.67,27.29
11/04/2006,67.99,27.13
12/04/2006,66.71,27.2
13/04/2006,66.47,27.07
17/04/2006,64.81,26.84
18/04/2006,66.22,27.22
19/04/2006,65.65,27.03
20/04/2006,67.63,27.03
21/04/2006,67.04,27.15
24/04/2006,65.75,27.11
25/04/2006,66.17,27.11
26/04/2006,68.15,27.1
27/04/2006,69.36,27.25
28/04/2006,70.39,24.15
1/05/2006,69.6,24.29
2/05/2006,71.62,24.01
3/05/2006,71.14,23.17
4/05/2006,71.13,23.44
5/05/2006,71.89,23.8
8/05/2006,71.89,23.73
9/05/2006,71.03,23.62
10/05/2006,70.6,23.77
11/05/2006,68.15,23.22
12/05/2006,67.7,23.17
15/05/2006,67.79,23.15
16/05/2006,64.98,23.01
17/05/2006,65.26,22.73
18/05/2006,63.18,22.83
19/05/2006,64.51,22.56
22/05/2006,63.38,22.88
23/05/2006,63.15,22.79
24/05/2006,63.34,23.5
25/05/2006,64.33,23.74
26/05/2006,63.55,23.72
30/05/2006,61.22,23.15
31/05/2006,59.77,22.65
1/06/2006,62.17,22.82
2/06/2006,61.66,22.76
5/06/2006,60,22.5
6/06/2006,59.72,22.13
7/06/2006,58.56,22.04
8/06/2006,60.76,22.11
9/06/2006,59.24,21.92
12/06/2006,57,21.71
13/06/2006,58.33,21.51
14/06/2006,57.61,21.88
15/06/2006,59.38,22.07
16/06/2006,57.56,22.1
19/06/2006,57.2,22.55
20/06/2006,57.47,22.56
21/06/2006,57.86,23.08
22/06/2006,59.58,22.88
23/06/2006,58.83,22.5
26/06/2006,58.99,22.82
27/06/2006,57.43,22.86
28/06/2006,56.02,23.16
29/06/2006,58.97,23.47
30/06/2006,57.27,23.3
3/07/2006,57.95,23.7
5/07/2006,57,23.35
6/07/2006,55.77,23.48
7/07/2006,55.4,23.3
10/07/2006,55,23.5
11/07/2006,55.65,23.1
12/07/2006,52.96,22.64
13/07/2006,52.25,22.26
14/07/2006,50.67,22.29
17/07/2006,52.37,22.48
18/07/2006,52.9,22.74
19/07/2006,54.1,23.4
20/07/2006,60.5,22.85
21/07/2006,60.72,23.87
24/07/2006,61.42,24
25/07/2006,61.93,24.22
26/07/2006,63.87,24.37
27/07/2006,63.4,23.87
28/07/2006,65.59,24.25
31/07/2006,67.96,24.06
1/08/2006,67.18,23.99
2/08/2006,68.16,24.3
3/08/2006,69.59,24.21
4/08/2006,68.3,24.29
7/08/2006,67.21,24.22
8/08/2006,64.78,24.34
9/08/2006,63.59,24.44
10/08/2006,64.07,24.46
11/08/2006,63.65,24.43
14/08/2006,63.94,24.53
15/08/2006,66.45,24.62
16/08/2006,67.98,24.7
17/08/2006,67.59,24.7
18/08/2006,67.91,25.79
21/08/2006,66.56,26.12
22/08/2006,67.62,25.62
23/08/2006,67.31,25.67
24/08/2006,67.81,25.74
25/08/2006,68.75,25.85
28/08/2006,66.98,25.95
29/08/2006,66.48,25.84
30/08/2006,66.96,25.8
31/08/2006,67.85,25.7
1/09/2006,68.38,25.84
5/09/2006,71.48,25.61
6/09/2006,70.03,25.61
7/09/2006,72.8,25.43
8/09/2006,72.52,25.6
11/09/2006,72.5,25.91
12/09/2006,72.63,25.93
13/09/2006,74.2,25.98
14/09/2006,74.17,26.33
15/09/2006,74.1,26.85
18/09/2006,73.89,26.79
19/09/2006,73.77,26.86
20/09/2006,75.26,27.18
21/09/2006,74.65,26.9
22/09/2006,73,26.66
25/09/2006,75.75,26.95
26/09/2006,77.61,27.2
27/09/2006,76.41,27.44
28/09/2006,77.01,27.4
29/09/2006,76.98,27.35
2/10/2006,74.86,27.36
3/10/2006,74.08,27.37
4/10/2006,75.38,27.94
5/10/2006,74.83,27.92
6/10/2006,74.22,27.87
9/10/2006,74.63,27.72
10/10/2006,73.81,27.69
11/10/2006,73.23,27.54
12/10/2006,75.26,28.22
13/10/2006,75.02,28.37
16/10/2006,75.4,28.45
17/10/2006,74.29,28.44
18/10/2006,74.53,28.52
19/10/2006,78.99,28.29
20/10/2006,79.95,28.43
23/10/2006,81.46,28.45
24/10/2006,81.05,28.28
25/10/2006,81.68,28.31
26/10/2006,82.19,28.35
27/10/2006,80.41,28.34
30/10/2006,80.42,28.53
31/10/2006,81.08,28.71
1/11/2006,79.16,28.81
2/11/2006,78.98,28.77
3/11/2006,78.29,28.73
6/11/2006,79.71,28.84
7/11/2006,80.51,28.95
8/11/2006,82.45,28.98
9/11/2006,83.34,29.26
10/11/2006,83.12,29.24
13/11/2006,84.35,29.35
14/11/2006,85,29.23
15/11/2006,84.05,29.12
16/11/2006,85.61,29.47
17/11/2006,85.85,29.4
20/11/2006,86.47,29.89
21/11/2006,88.6,29.92
22/11/2006,90.31,29.92
24/11/2006,91.63,29.76
27/11/2006,89.54,29.48
28/11/2006,91.81,29.39
29/11/2006,91.8,29.57
30/11/2006,91.66,29.36
1/12/2006,91.32,29.12
4/12/2006,91.12,29.33
5/12/2006,91.27,29.13
6/12/2006,89.83,28.99
7/12/2006,87.04,28.85
8/12/2006,88.26,29.4
11/12/2006,88.75,29.54
12/12/2006,86.14,29.43
13/12/2006,89.05,29.55
14/12/2006,88.55,30.07
15/12/2006,87.72,30.19
18/12/2006,85.47,29.89
19/12/2006,86.31,29.99
20/12/2006,84.76,30.09
21/12/2006,82.9,29.98
22/12/2006,82.2,29.64
26/12/2006,81.51,29.99
27/12/2006,81.52,30.02
28/12/2006,80.87,29.98
29/12/2006,84.84,29.86
3/01/2007,83.8,29.86
4/01/2007,85.66,29.81
5/01/2007,85.05,29.64
8/01/2007,85.47,29.93
9/01/2007,92.57,29.96
10/01/2007,97,29.66
11/01/2007,95.8,30.7
12/01/2007,94.62,31.21
16/01/2007,97.1,31.16
17/01/2007,94.95,31.1
18/01/2007,89.07,31
19/01/2007,88.5,31.11
22/01/2007,86.79,30.72
23/01/2007,85.7,30.74
24/01/2007,86.7,31.09
25/01/2007,86.25,30.45
26/01/2007,85.38,30.6
29/01/2007,85.94,30.53
30/01/2007,85.55,30.48
31/01/2007,85.73,30.86
1/02/2007,84.74,30.56
2/02/2007,84.75,30.19
5/02/2007,83.94,29.61
6/02/2007,84.15,29.51
7/02/2007,86.15,29.37
8/02/2007,86.18,29.26
9/02/2007,83.27,28.98
12/02/2007,84.88,28.94
13/02/2007,84.63,29.03
14/02/2007,85.3,29.4
15/02/2007,85.21,29.46
16/02/2007,84.83,28.74
20/02/2007,85.9,28.83
21/02/2007,89.2,29.35
22/02/2007,89.51,29.39
23/02/2007,89.07,28.9
26/02/2007,88.65,29.07
27/02/2007,83.93,27.87
28/02/2007,84.61,28.17
1/03/2007,87.06,28.09
2/03/2007,85.41,27.76
5/03/2007,86.32,27.55
6/03/2007,88.19,27.83
7/03/2007,87.72,27.61
8/03/2007,88,27.32
9/03/2007,87.97,27.29
12/03/2007,89.87,27.44
13/03/2007,88.4,26.72
14/03/2007,90,27.4
15/03/2007,89.57,27.28
16/03/2007,89.59,27.33
19/03/2007,91.13,27.83
20/03/2007,91.48,27.84
21/03/2007,93.87,28.52
22/03/2007,93.96,28.27
23/03/2007,93.52,28.02
26/03/2007,95.85,28.22
27/03/2007,95.46,27.72
28/03/2007,93.24,27.64
29/03/2007,93.75,27.75
30/03/2007,92.91,27.87
2/04/2007,93.65,27.74
3/04/2007,94.5,27.87
4/04/2007,94.27,28.5
5/04/2007,94.68,28.55
9/04/2007,93.65,28.57
10/04/2007,94.25,28.4
11/04/2007,92.59,28.11
12/04/2007,92.19,28.54
13/04/2007,90.24,28.61
16/04/2007,91.43,28.73
17/04/2007,90.35,28.85
18/04/2007,90.4,28.6
19/04/2007,90.27,28.69
20/04/2007,90.97,29.02
23/04/2007,93.51,28.78
24/04/2007,93.24,28.79
25/04/2007,95.35,28.99
26/04/2007,98.84,29.1
27/04/2007,99.92,30.12
30/04/2007,99.8,29.94
1/05/2007,99.47,30.4
2/05/2007,100.39,30.61
3/05/2007,100.4,30.97
4/05/2007,100.81,30.56
7/05/2007,103.92,30.71
8/05/2007,105.06,30.75
9/05/2007,106.88,30.78
10/05/2007,107.34,30.58
11/05/2007,108.74,30.89
14/05/2007,109.36,30.97
15/05/2007,107.52,30.9
16/05/2007,107.34,31.07
17/05/2007,109.44,30.98
18/05/2007,110.02,30.83
21/05/2007,111.98,31.05
22/05/2007,113.54,30.69
23/05/2007,112.89,30.58
24/05/2007,110.69,30.17
25/05/2007,113.62,30.48
29/05/2007,114.35,30.79
30/05/2007,118.77,31.11
31/05/2007,121.19,30.69
1/06/2007,118.4,30.59
4/06/2007,121.33,30.72
5/06/2007,122.67,30.58
6/06/2007,123.64,30.29
7/06/2007,124.07,29.62
8/06/2007,124.49,30.05
11/06/2007,120.19,30.02
12/06/2007,120.38,29.85
13/06/2007,117.5,30.39
14/06/2007,118.75,30.52
15/06/2007,120.5,30.49
18/06/2007,125.09,30.51
19/06/2007,123.66,30.46
20/06/2007,121.55,30.01
21/06/2007,123.9,30.22
22/06/2007,123,29.49
25/06/2007,122.34,29.49
26/06/2007,119.65,29.52
27/06/2007,121.89,29.87
28/06/2007,120.56,29.83
29/06/2007,122.04,29.47
2/07/2007,121.26,29.74
3/07/2007,127.17,30.02
5/07/2007,132.75,29.99
6/07/2007,132.3,29.97
9/07/2007,130.33,29.87
10/07/2007,132.35,29.33
11/07/2007,132.39,29.49
12/07/2007,134.07,30.07
13/07/2007,137.73,29.82
16/07/2007,138.1,30.03
17/07/2007,138.91,30.78
18/07/2007,138.12,30.92
19/07/2007,140,31.51
20/07/2007,143.75,31.16
23/07/2007,143.7,31.19
24/07/2007,134.89,30.8
25/07/2007,137.26,30.71
26/07/2007,146,29.98
27/07/2007,143.85,29.39
30/07/2007,141.43,29.4
31/07/2007,131.76,28.99
1/08/2007,135,29.3
2/08/2007,136.49,29.52
3/08/2007,131.85,28.96
6/08/2007,135.25,29.54
7/08/2007,135.03,29.55
8/08/2007,134.01,30
9/08/2007,126.39,29.3
10/08/2007,125,28.71
13/08/2007,127.79,28.63
14/08/2007,124.03,28.27
15/08/2007,119.9,28.1
16/08/2007,117.05,27.81
17/08/2007,122.06,28.25
20/08/2007,122.22,28.26
21/08/2007,127.57,28.07
22/08/2007,132.51,28.22
23/08/2007,131.07,28.3
24/08/2007,135.3,28.81
27/08/2007,132.25,28.49
28/08/2007,126.82,27.93
29/08/2007,134.08,28.59
30/08/2007,136.25,28.45
31/08/2007,138.48,28.73
4/09/2007,144.16,28.81
5/09/2007,136.76,28.48
6/09/2007,135.01,28.91
7/09/2007,131.77,28.44
10/09/2007,136.71,28.48
11/09/2007,135.49,28.93
12/09/2007,136.85,28.93
13/09/2007,137.2,29.16
14/09/2007,138.81,29.04
17/09/2007,138.41,28.72
18/09/2007,140.92,28.93
19/09/2007,140.77,28.67
20/09/2007,140.31,28.42
21/09/2007,144.15,28.65
24/09/2007,148.28,29.08
25/09/2007,153.18,29.56
26/09/2007,152.77,29.5
27/09/2007,154.5,29.49
28/09/2007,153.47,29.46
1/10/2007,156.34,29.77
2/10/2007,158.45,29.7
3/10/2007,157.92,29.45
4/10/2007,156.24,29.71
5/10/2007,161.45,29.84
8/10/2007,167.91,29.84
9/10/2007,167.86,30.1
10/10/2007,166.79,30.23
11/10/2007,162.23,29.91
12/10/2007,167.25,30.17
15/10/2007,166.98,30.04
16/10/2007,169.58,30.32
17/10/2007,172.75,31.08
18/10/2007,173.5,31.16
19/10/2007,170.42,30.17
22/10/2007,174.36,30.51
23/10/2007,186.16,30.9
24/10/2007,185.93,31.25
25/10/2007,182.78,31.99
26/10/2007,184.7,35.03
29/10/2007,185.09,34.57
30/10/2007,187,35.57
31/10/2007,189.95,36.81
1/11/2007,187.44,37.06
2/11/2007,187.87,37.06
5/11/2007,186.18,36.73
6/11/2007,191.79,36.41
7/11/2007,186.3,35.52
8/11/2007,175.47,34.74
9/11/2007,165.37,33.73
12/11/2007,153.76,33.38
13/11/2007,169.96,34.46
14/11/2007,166.11,33.93
15/11/2007,164.3,33.76
16/11/2007,166.39,34.09
19/11/2007,163.95,33.96
20/11/2007,168.85,34.58
21/11/2007,168.46,34.23
23/11/2007,171.54,34.11
26/11/2007,172.54,32.97
27/11/2007,174.81,33.06
28/11/2007,180.22,33.7
29/11/2007,184.29,33.59
30/11/2007,182.22,33.6
3/12/2007,178.86,32.92
4/12/2007,179.81,32.77
5/12/2007,185.5,34.15
6/12/2007,189.95,34.55
7/12/2007,194.3,34.53
10/12/2007,194.21,34.76
11/12/2007,188.54,34.1
12/12/2007,190.86,34.47
13/12/2007,191.83,35.22
14/12/2007,190.39,35.31
17/12/2007,184.4,34.39
18/12/2007,182.98,34.74
19/12/2007,183.12,34.79
20/12/2007,187.21,35.52
21/12/2007,193.91,36.06
24/12/2007,198.8,36.58
26/12/2007,198.95,36.61
27/12/2007,198.57,35.97
28/12/2007,199.83,36.12
31/12/2007,198.08,35.6
2/01/2008,194.84,35.22
3/01/2008,194.93,35.37
4/01/2008,180.05,34.38
7/01/2008,177.64,34.61
8/01/2008,171.25,33.45
9/01/2008,179.4,34.44
10/01/2008,178.02,34.33
11/01/2008,172.69,33.91
14/01/2008,178.78,34.39
15/01/2008,169.04,34
16/01/2008,159.64,33.23
17/01/2008,160.89,33.11
18/01/2008,161.36,33.01
22/01/2008,155.64,31.99
23/01/2008,139.07,31.93
24/01/2008,135.6,33.25
25/01/2008,130.01,32.94
28/01/2008,130.01,32.72
29/01/2008,131.54,32.6
30/01/2008,132.18,32.2
31/01/2008,135.36,32.6
1/02/2008,133.75,30.45
4/02/2008,131.65,30.19
5/02/2008,129.36,29.07
6/02/2008,122,28.52
7/02/2008,121.24,28.12
8/02/2008,125.48,28.56
11/02/2008,129.45,28.21
12/02/2008,124.86,28.34
13/02/2008,129.4,28.96
14/02/2008,127.46,28.5
15/02/2008,124.63,28.42
19/02/2008,122.18,28.17
20/02/2008,123.82,28.22
21/02/2008,121.54,28.1
22/02/2008,119.46,27.68
25/02/2008,119.74,27.84
26/02/2008,119.15,28.38
27/02/2008,122.96,28.26
28/02/2008,129.91,27.93
29/02/2008,125.02,27.2
3/03/2008,121.73,26.99
4/03/2008,124.62,27.59
5/03/2008,124.49,28.12
6/03/2008,120.93,27.57
7/03/2008,122.25,27.87
10/03/2008,119.69,28.05
11/03/2008,127.35,29.28
12/03/2008,126.03,28.63
13/03/2008,127.94,28.62
14/03/2008,126.61,27.96
17/03/2008,126.73,28.3
18/03/2008,132.82,29.42
19/03/2008,129.67,28.62
20/03/2008,133.27,29.18
24/03/2008,139.53,29.17
25/03/2008,140.98,29.14
26/03/2008,145.06,28.56
27/03/2008,140.25,28.05
28/03/2008,143.01,27.91
31/03/2008,143.5,28.38
1/04/2008,149.53,29.5
2/04/2008,147.49,29.16
3/04/2008,151.61,29
4/04/2008,153.08,29.16
7/04/2008,155.89,29.16
8/04/2008,152.84,28.75
9/04/2008,151.44,28.89
10/04/2008,154.55,29.11
11/04/2008,147.14,28.28
14/04/2008,147.78,28.06
15/04/2008,148.38,28.25
16/04/2008,153.7,28.95
17/04/2008,154.49,29.22
18/04/2008,161.04,30
21/04/2008,168.16,30.42
22/04/2008,160.2,30.25
23/04/2008,162.89,31.45
24/04/2008,168.94,31.8
25/04/2008,169.73,29.83
28/04/2008,172.24,28.99
29/04/2008,175.05,28.64
30/04/2008,173.95,28.52
1/05/2008,180,29.4
2/05/2008,180.94,29.24
5/05/2008,184.73,29.08
6/05/2008,186.66,29.7
7/05/2008,182.59,29.21
8/05/2008,185.06,29.27
9/05/2008,183.45,29.39
12/05/2008,188.16,29.99
13/05/2008,189.96,29.78
14/05/2008,186.26,29.93
15/05/2008,189.73,30.45
16/05/2008,187.62,29.99
19/05/2008,183.6,29.46
20/05/2008,185.9,28.76
21/05/2008,178.19,28.25
22/05/2008,177.05,28.47
23/05/2008,181.17,28.05
27/05/2008,186.43,28.44
28/05/2008,187.01,28.18
29/05/2008,186.69,28.31
30/05/2008,188.75,28.32
2/06/2008,186.1,27.8
3/06/2008,185.37,27.31
4/06/2008,185.19,27.54
5/06/2008,189.43,28.3
6/06/2008,185.64,27.49
9/06/2008,181.61,27.71
10/06/2008,185.64,27.89
11/06/2008,180.81,27.12
12/06/2008,173.26,28.24
13/06/2008,172.37,29.07
16/06/2008,176.84,28.93
17/06/2008,181.43,28.8
18/06/2008,178.75,28.46
19/06/2008,180.9,28.93
20/06/2008,175.27,28.23
23/06/2008,173.16,27.97
24/06/2008,173.25,27.73
25/06/2008,177.39,28.35
26/06/2008,168.26,27.75
27/06/2008,170.09,27.63
30/06/2008,167.44,27.51
1/07/2008,174.68,26.87
2/07/2008,168.18,25.88
3/07/2008,170.12,25.98
7/07/2008,175.16,26.03
8/07/2008,179.55,25.85
9/07/2008,174.25,25.23
10/07/2008,176.63,25.45
11/07/2008,172.58,25.25
14/07/2008,173.88,25.15
15/07/2008,169.64,26.15
16/07/2008,172.81,27.26
17/07/2008,171.81,27.52
18/07/2008,165.15,25.86
21/07/2008,166.29,25.64
22/07/2008,162.02,25.8
23/07/2008,166.26,26.43
24/07/2008,159.03,25.44
25/07/2008,162.12,26.16
28/07/2008,154.4,25.5
29/07/2008,157.08,26.11
30/07/2008,159.88,26.23
31/07/2008,158.95,25.72
1/08/2008,156.66,25.44
4/08/2008,153.23,25.28
5/08/2008,160.64,26.21
6/08/2008,164.19,27.02
7/08/2008,163.57,27.39
8/08/2008,169.55,28.13
11/08/2008,173.56,27.9
12/08/2008,176.73,28.12
13/08/2008,179.3,27.91
14/08/2008,179.32,27.91
15/08/2008,175.74,27.81
18/08/2008,175.39,27.69
19/08/2008,173.53,27.32
20/08/2008,175.84,27.29
21/08/2008,174.29,27.18
22/08/2008,176.79,27.84
25/08/2008,172.55,27.66
26/08/2008,173.64,27.27
27/08/2008,174.67,27.56
28/08/2008,173.74,27.94
29/08/2008,169.53,27.29
2/09/2008,166.19,27.1
3/09/2008,166.96,26.9
4/09/2008,161.22,26.35
5/09/2008,160.18,25.65
8/09/2008,157.92,26.12
9/09/2008,151.68,26.1
10/09/2008,151.61,26.44
11/09/2008,152.65,27.34
12/09/2008,148.94,27.62
15/09/2008,140.36,26.82
16/09/2008,139.88,25.99
17/09/2008,127.83,24.57
18/09/2008,134.09,25.26
19/09/2008,140.91,25.16
22/09/2008,131.05,25.4
23/09/2008,126.84,25.44
24/09/2008,128.71,25.72
25/09/2008,131.93,26.61
26/09/2008,128.24,27.4
29/09/2008,105.26,25.01
30/09/2008,113.66,26.69
1/10/2008,109.12,26.48
2/10/2008,100.1,26.25
3/10/2008,97.07,26.32
6/10/2008,98.14,24.91
7/10/2008,89.16,23.23
8/10/2008,89.79,23.01
9/10/2008,88.74,22.3
10/10/2008,96.8,21.5
13/10/2008,110.26,25.5
14/10/2008,104.08,24.1
15/10/2008,97.95,22.66
16/10/2008,101.89,24.19
17/10/2008,97.4,23.93
20/10/2008,98.44,24.72
21/10/2008,91.49,23.36
22/10/2008,96.87,21.53
23/10/2008,98.23,22.32
24/10/2008,96.38,21.96
27/10/2008,92.09,21.18
28/10/2008,99.91,23.1
29/10/2008,104.55,23
30/10/2008,111.04,22.63
31/10/2008,107.59,22.33
3/11/2008,106.96,22.62
4/11/2008,110.99,23.53
5/11/2008,103.3,22.08
6/11/2008,99.1,20.88
7/11/2008,98.24,21.5
10/11/2008,95.88,21.3
11/11/2008,94.77,21.2
12/11/2008,90.12,20.3
13/11/2008,96.44,21.25
14/11/2008,90.24,20.06
17/11/2008,88.14,19.32
18/11/2008,89.91,19.62
19/11/2008,86.29,18.29
20/11/2008,80.49,17.53
21/11/2008,82.58,19.68
24/11/2008,92.95,20.69
25/11/2008,90.8,19.99
26/11/2008,95,20.49
27/11/2008,95,20.49
28/11/2008,92.67,20.22
1/12/2008,88.93,18.61
2/12/2008,92.47,19.15
3/12/2008,95.9,19.87
4/12/2008,91.41,19.11
5/12/2008,94,19.87
8/12/2008,99.72,21.01
9/12/2008,100.06,20.6
10/12/2008,98.21,20.61
11/12/2008,95,19.45
12/12/2008,98.27,19.36
15/12/2008,94.75,19.04
16/12/2008,95.43,20.11
17/12/2008,89.16,19.66
18/12/2008,89.43,19.3
19/12/2008,90,19.12
22/12/2008,85.74,19.18
23/12/2008,86.38,19.28
24/12/2008,85.04,19.17
25/12/2008,85.04,19.17
26/12/2008,85.81,19.13
29/12/2008,86.61,18.96
30/12/2008,86.29,19.34
31/12/2008,85.35,19.44
1/01/2009,85.35,19.44
2/01/2009,90.75,20.33
5/01/2009,94.58,20.52
6/01/2009,93.02,20.76
7/01/2009,91.01,19.51
8/01/2009,92.7,20.12
9/01/2009,90.58,19.52
12/01/2009,88.66,19.47
13/01/2009,87.71,19.82
14/01/2009,85.33,19.09
15/01/2009,83.38,19.24
16/01/2009,82.33,19.71
20/01/2009,78.2,18.48
21/01/2009,82.83,19.38
22/01/2009,88.36,17.11
23/01/2009,88.36,17.2
26/01/2009,89.64,17.63
27/01/2009,90.73,17.66
28/01/2009,94.2,18.04
29/01/2009,93,17.59
30/01/2009,90.13,17.1
2/02/2009,91.51,17.83
3/02/2009,92.98,18.5
4/02/2009,93.55,18.63
5/02/2009,96.46,19.04
6/02/2009,99.72,19.66
9/02/2009,102.51,19.44
10/02/2009,97.83,18.8
11/02/2009,96.82,19.21
12/02/2009,99.27,19.26
13/02/2009,99.16,19.09
17/02/2009,94.53,18.09
18/02/2009,94.37,18.12
19/02/2009,90.64,17.91
20/02/2009,91.2,18
23/02/2009,86.95,17.21
24/02/2009,90.25,17.17
25/02/2009,91.16,16.96
26/02/2009,89.19,16.42
27/02/2009,89.31,16.15
2/03/2009,87.94,15.79
3/03/2009,88.37,15.88
