Date,AAPL,MSFT
6/11/2012,582.85,29.86
7/11/2012,558,29.08
8/11/2012,537.75,28.81
9/11/2012,547.06,28.83
12/11/2012,542.83,28.22
13/11/2012,542.9,27.09
14/11/2012,536.88,26.84
15/11/2012,525.62,26.66
16/11/2012,527.68,26.52
19/11/2012,565.73,26.73
20/11/2012,560.91,26.71
21/11/2012,561.7,26.95
23/11/2012,571.5,27.7
26/11/2012,589.53,27.38
27/11/2012,584.78,27.08
28/11/2012,582.94,27.36
29/11/2012,589.36,26.95
30/11/2012,585.28,26.62
3/12/2012,586.19,26.43
4/12/2012,575.85,26.37
5/12/2012,538.79,26.67
6/12/2012,547.24,26.72
7/12/2012,533.25,26.46
10/12/2012,529.82,26.94
11/12/2012,541.39,27.32
12/12/2012,539,27.24
13/12/2012,529.69,27.11
14/12/2012,509.79,26.81
17/12/2012,518.83,27.1
18/12/2012,533.9,27.56
19/12/2012,526.31,27.31
20/12/2012,521.73,27.68
21/12/2012,519.33,27.45
24/12/2012,520.17,27.06
26/12/2012,513,26.86
27/12/2012,515.06,26.96
28/12/2012,509.59,26.55
31/12/2012,532.17,26.71
2/01/2013,549.03,27.62
3/01/2013,542.1,27.25
4/01/2013,527,26.74
7/01/2013,523.9,26.69
8/01/2013,525.31,26.55
9/01/2013,517.1,26.7
10/01/2013,523.51,26.46
11/01/2013,520.3,26.83
14/01/2013,501.75,26.89
15/01/2013,485.92,27.21
16/01/2013,506.09,27.04
17/01/2013,502.68,27.25
18/01/2013,500,27.25
22/01/2013,504.77,27.15
23/01/2013,514,27.61
24/01/2013,450.5,27.63
25/01/2013,439.88,27.88
28/01/2013,449.83,27.91
29/01/2013,458.27,28.01
30/01/2013,456.83,27.85
31/01/2013,455.49,27.45
1/02/2013,453.62,27.93
4/02/2013,442.32,27.44
5/02/2013,457.84,27.5
6/02/2013,457.35,27.34
7/02/2013,468.22,27.28
8/02/2013,474.98,27.55
11/02/2013,479.93,27.86
12/02/2013,467.9,27.88
13/02/2013,467.01,28.03
14/02/2013,466.59,28.04
15/02/2013,460.16,28.01
19/02/2013,459.99,28.04
20/02/2013,448.85,27.87
21/02/2013,446.06,27.49
22/02/2013,450.81,27.76
25/02/2013,442.8,27.37
26/02/2013,448.97,27.37
27/02/2013,444.57,27.81
28/02/2013,441.4,27.8
1/03/2013,430.47,27.95
4/03/2013,420.05,28.15
5/03/2013,431.14,28.35
6/03/2013,425.66,28.09
7/03/2013,430.58,28.14
8/03/2013,431.72,28
11/03/2013,437.87,27.87
12/03/2013,428.43,27.91
13/03/2013,428.35,27.92
14/03/2013,432.5,28.14
15/03/2013,443.66,28.04
18/03/2013,455.72,28.1
19/03/2013,454.49,28.18
20/03/2013,452.08,28.32
21/03/2013,452.73,28.11
22/03/2013,461.91,28.25
25/03/2013,463.58,28.16
26/03/2013,461.14,28.16
27/03/2013,452.08,28.37
28/03/2013,442.66,28.6
1/04/2013,428.91,28.61
2/04/2013,429.79,28.8
3/04/2013,431.99,28.56
4/04/2013,427.72,28.6
5/04/2013,423.2,28.7
8/04/2013,426.21,28.59
9/04/2013,426.98,29.61
10/04/2013,435.69,30.28
11/04/2013,434.33,28.94
12/04/2013,429.8,28.79
15/04/2013,419.85,28.69
16/04/2013,426.24,28.97
17/04/2013,402.8,28.82
18/04/2013,392.05,28.79
19/04/2013,390.53,29.76
22/04/2013,398.67,30.83
23/04/2013,406.13,30.6
24/04/2013,405.46,31.76
25/04/2013,408.38,31.94
26/04/2013,417.2,31.79
29/04/2013,430.12,32.61
30/04/2013,442.78,33.1
1/05/2013,439.29,32.72
2/05/2013,445.52,33.16
3/05/2013,449.98,33.49
6/05/2013,460.71,33.75
7/05/2013,458.66,33.31
8/05/2013,463.84,32.99
9/05/2013,456.77,32.66
10/05/2013,452.97,32.69
13/05/2013,454.74,33.03
14/05/2013,443.86,33.53
15/05/2013,428.85,33.84
16/05/2013,434.58,34.08
17/05/2013,433.26,34.87
20/05/2013,442.93,35.08
21/05/2013,439.66,34.85
22/05/2013,441.35,34.61
23/05/2013,442.14,34.15
24/05/2013,445.15,34.27
28/05/2013,441.44,35.02
29/05/2013,444.95,34.88
30/05/2013,451.58,35.03
31/05/2013,449.74,34.9
3/06/2013,450.72,35.59
4/06/2013,449.31,34.99
5/06/2013,445.11,34.78
6/06/2013,438.46,34.96
7/06/2013,441.81,35.67
10/06/2013,438.89,35.47
11/06/2013,437.6,34.84
12/06/2013,432.19,35
13/06/2013,435.96,34.72
14/06/2013,430.05,34.4
17/06/2013,432,35
18/06/2013,431.77,34.98
19/06/2013,423,34.59
20/06/2013,416.84,33.49
21/06/2013,413.5,33.26
24/06/2013,402.54,33.72
25/06/2013,402.63,33.67
26/06/2013,398.07,34.35
27/06/2013,393.78,34.62
28/06/2013,396.53,34.54
1/07/2013,409.22,34.36
2/07/2013,418.49,33.94
3/07/2013,420.8,34.01
5/07/2013,417.42,34.21
8/07/2013,415.05,34.32
9/07/2013,422.35,34.35
10/07/2013,420.73,34.7
11/07/2013,427.29,35.68
12/07/2013,426.51,35.67
15/07/2013,427.44,36.17
16/07/2013,430.2,36.27
17/07/2013,430.31,35.74
18/07/2013,431.76,35.44
19/07/2013,424.95,31.4
22/07/2013,426.31,32.01
23/07/2013,418.99,31.82
24/07/2013,440.51,31.96
25/07/2013,438.5,31.39
26/07/2013,440.99,31.62
29/07/2013,447.79,31.54
30/07/2013,453.32,31.85
31/07/2013,452.53,31.84
1/08/2013,456.68,31.67
2/08/2013,462.54,31.89
5/08/2013,469.45,31.7
