"Date" "AAPL" "MSFT"
"3674" "18/07/2012" 606.26 30.45
"3675" "19/07/2012" 614.32 30.66
"3676" "20/07/2012" 604.3 30.12
"3677" "23/07/2012" 603.83 29.28
"3678" "24/07/2012" 600.92 29.15
"3679" "25/07/2012" 574.97 28.83
"3680" "26/07/2012" 574.88 29.16
"3681" "27/07/2012" 585.16 29.76
"3682" "30/07/2012" 595.03 29.64
"3683" "31/07/2012" 610.76 29.47
"3684" "1/08/2012" 606.81 29.41
"3685" "2/08/2012" 607.79 29.19
"3686" "3/08/2012" 615.7 29.75
"3687" "6/08/2012" 622.55 29.95
"3688" "7/08/2012" 620.91 30.26
"3689" "8/08/2012" 619.86 30.33
"3690" "9/08/2012" 620.73 30.5
"3691" "10/08/2012" 621.7 30.42
"3692" "13/08/2012" 630 30.39
"3693" "14/08/2012" 631.69 30.13
"3694" "15/08/2012" 630.83 30.2
"3695" "16/08/2012" 636.34 30.78
"3696" "17/08/2012" 648.11 30.9
"3697" "20/08/2012" 665.15 30.74
"3698" "21/08/2012" 656.06 30.8
"3699" "22/08/2012" 668.87 30.54
"3700" "23/08/2012" 662.63 30.26
"3701" "24/08/2012" 663.22 30.56
"3702" "27/08/2012" 675.68 30.69
"3703" "28/08/2012" 674.8 30.63
"3704" "29/08/2012" 673.47 30.65
"3705" "30/08/2012" 663.87 30.32
"3706" "31/08/2012" 665.24 30.82
"3707" "4/09/2012" 674.97 30.38
"3708" "5/09/2012" 670.23 30.39
"3709" "6/09/2012" 676.27 31.34
"3710" "7/09/2012" 680.44 30.95
"3711" "10/09/2012" 662.74 30.72
"3712" "11/09/2012" 660.59 30.79
"3713" "12/09/2012" 669.79 30.78
"3714" "13/09/2012" 682.98 30.94
"3715" "14/09/2012" 691.28 31.21
"3716" "17/09/2012" 699.78 31.21
"3717" "18/09/2012" 701.91 31.18
"3718" "19/09/2012" 702.1 31.05
"3719" "20/09/2012" 698.7 31.45
"3720" "21/09/2012" 700.1 31.19
"3721" "24/09/2012" 690.79 30.78
"3722" "25/09/2012" 673.54 30.39
"3723" "26/09/2012" 665.18 30.16
"3724" "27/09/2012" 681.32 30.16
"3725" "28/09/2012" 667.1 29.76
"3726" "1/10/2012" 659.39 29.49
"3727" "2/10/2012" 661.31 29.66
"3728" "3/10/2012" 671.45 29.86
"3729" "4/10/2012" 666.8 30.03
"3730" "5/10/2012" 652.59 29.85
"3731" "8/10/2012" 638.17 29.78
"3732" "9/10/2012" 635.85 29.28
"3733" "10/10/2012" 640.91 28.98
"3734" "11/10/2012" 628.1 28.95
"3735" "12/10/2012" 629.71 29.2
"3736" "15/10/2012" 634.76 29.51
"3737" "16/10/2012" 649.79 29.49
"3738" "17/10/2012" 644.61 29.59
"3739" "18/10/2012" 632.64 29.5
"3740" "19/10/2012" 609.84 28.64
"3741" "22/10/2012" 634.03 28
"3742" "23/10/2012" 613.36 28.05
"3743" "24/10/2012" 616.83 27.9
"3744" "25/10/2012" 609.54 27.88
"3745" "26/10/2012" 604 28.21
"3746" "31/10/2012" 595.32 28.54
"3747" "1/11/2012" 596.54 29.52
"3748" "2/11/2012" 576.8 29.5
"3749" "5/11/2012" 584.62 29.63
"3750" "6/11/2012" 582.85 29.86
"3751" "7/11/2012" 558 29.08
"3752" "8/11/2012" 537.75 28.81
"3753" "9/11/2012" 547.06 28.83
"3754" "12/11/2012" 542.83 28.22
"3755" "13/11/2012" 542.9 27.09
"3756" "14/11/2012" 536.88 26.84
"3757" "15/11/2012" 525.62 26.66
"3758" "16/11/2012" 527.68 26.52
"3759" "19/11/2012" 565.73 26.73
"3760" "20/11/2012" 560.91 26.71
"3761" "21/11/2012" 561.7 26.95
"3762" "23/11/2012" 571.5 27.7
"3763" "26/11/2012" 589.53 27.38
"3764" "27/11/2012" 584.78 27.08
"3765" "28/11/2012" 582.94 27.36
"3766" "29/11/2012" 589.36 26.95
"3767" "30/11/2012" 585.28 26.62
"3768" "3/12/2012" 586.19 26.43
"3769" "4/12/2012" 575.85 26.37
"3770" "5/12/2012" 538.79 26.67
"3771" "6/12/2012" 547.24 26.72
"3772" "7/12/2012" 533.25 26.46
"3773" "10/12/2012" 529.82 26.94
"3774" "11/12/2012" 541.39 27.32
"3775" "12/12/2012" 539 27.24
"3776" "13/12/2012" 529.69 27.11
"3777" "14/12/2012" 509.79 26.81
"3778" "17/12/2012" 518.83 27.1
"3779" "18/12/2012" 533.9 27.56
"3780" "19/12/2012" 526.31 27.31
"3781" "20/12/2012" 521.73 27.68
"3782" "21/12/2012" 519.33 27.45
"3783" "24/12/2012" 520.17 27.06
"3784" "26/12/2012" 513 26.86
"3785" "27/12/2012" 515.06 26.96
"3786" "28/12/2012" 509.59 26.55
"3787" "31/12/2012" 532.17 26.71
"3788" "2/01/2013" 549.03 27.62
"3789" "3/01/2013" 542.1 27.25
"3790" "4/01/2013" 527 26.74
"3791" "7/01/2013" 523.9 26.69
"3792" "8/01/2013" 525.31 26.55
"3793" "9/01/2013" 517.1 26.7
"3794" "10/01/2013" 523.51 26.46
"3795" "11/01/2013" 520.3 26.83
"3796" "14/01/2013" 501.75 26.89
"3797" "15/01/2013" 485.92 27.21
"3798" "16/01/2013" 506.09 27.04
"3799" "17/01/2013" 502.68 27.25
"3800" "18/01/2013" 500 27.25
"3801" "22/01/2013" 504.77 27.15
"3802" "23/01/2013" 514 27.61
"3803" "24/01/2013" 450.5 27.63
"3804" "25/01/2013" 439.88 27.88
"3805" "28/01/2013" 449.83 27.91
"3806" "29/01/2013" 458.27 28.01
"3807" "30/01/2013" 456.83 27.85
"3808" "31/01/2013" 455.49 27.45
"3809" "1/02/2013" 453.62 27.93
"3810" "4/02/2013" 442.32 27.44
"3811" "5/02/2013" 457.84 27.5
"3812" "6/02/2013" 457.35 27.34
"3813" "7/02/2013" 468.22 27.28
"3814" "8/02/2013" 474.98 27.55
"3815" "11/02/2013" 479.93 27.86
"3816" "12/02/2013" 467.9 27.88
"3817" "13/02/2013" 467.01 28.03
"3818" "14/02/2013" 466.59 28.04
"3819" "15/02/2013" 460.16 28.01
"3820" "19/02/2013" 459.99 28.04
"3821" "20/02/2013" 448.85 27.87
"3822" "21/02/2013" 446.06 27.49
"3823" "22/02/2013" 450.81 27.76
"3824" "25/02/2013" 442.8 27.37
"3825" "26/02/2013" 448.97 27.37
"3826" "27/02/2013" 444.57 27.81
"3827" "28/02/2013" 441.4 27.8
"3828" "1/03/2013" 430.47 27.95
"3829" "4/03/2013" 420.05 28.15
"3830" "5/03/2013" 431.14 28.35
"3831" "6/03/2013" 425.66 28.09
"3832" "7/03/2013" 430.58 28.14
"3833" "8/03/2013" 431.72 28
"3834" "11/03/2013" 437.87 27.87
"3835" "12/03/2013" 428.43 27.91
"3836" "13/03/2013" 428.35 27.92
"3837" "14/03/2013" 432.5 28.14
"3838" "15/03/2013" 443.66 28.04
"3839" "18/03/2013" 455.72 28.1
"3840" "19/03/2013" 454.49 28.18
"3841" "20/03/2013" 452.08 28.32
"3842" "21/03/2013" 452.73 28.11
"3843" "22/03/2013" 461.91 28.25
"3844" "25/03/2013" 463.58 28.16
"3845" "26/03/2013" 461.14 28.16
"3846" "27/03/2013" 452.08 28.37
"3847" "28/03/2013" 442.66 28.6
"3848" "1/04/2013" 428.91 28.61
"3849" "2/04/2013" 429.79 28.8
"3850" "3/04/2013" 431.99 28.56
"3851" "4/04/2013" 427.72 28.6
"3852" "5/04/2013" 423.2 28.7
"3853" "8/04/2013" 426.21 28.59
"3854" "9/04/2013" 426.98 29.61
"3855" "10/04/2013" 435.69 30.28
"3856" "11/04/2013" 434.33 28.94
"3857" "12/04/2013" 429.8 28.79
"3858" "15/04/2013" 419.85 28.69
"3859" "16/04/2013" 426.24 28.97
"3860" "17/04/2013" 402.8 28.82
"3861" "18/04/2013" 392.05 28.79
"3862" "19/04/2013" 390.53 29.76
"3863" "22/04/2013" 398.67 30.83
"3864" "23/04/2013" 406.13 30.6
"3865" "24/04/2013" 405.46 31.76
"3866" "25/04/2013" 408.38 31.94
"3867" "26/04/2013" 417.2 31.79
"3868" "29/04/2013" 430.12 32.61
"3869" "30/04/2013" 442.78 33.1
"3870" "1/05/2013" 439.29 32.72
"3871" "2/05/2013" 445.52 33.16
"3872" "3/05/2013" 449.98 33.49
"3873" "6/05/2013" 460.71 33.75
"3874" "7/05/2013" 458.66 33.31
"3875" "8/05/2013" 463.84 32.99
"3876" "9/05/2013" 456.77 32.66
"3877" "10/05/2013" 452.97 32.69
"3878" "13/05/2013" 454.74 33.03
"3879" "14/05/2013" 443.86 33.53
"3880" "15/05/2013" 428.85 33.84
"3881" "16/05/2013" 434.58 34.08
"3882" "17/05/2013" 433.26 34.87
"3883" "20/05/2013" 442.93 35.08
"3884" "21/05/2013" 439.66 34.85
"3885" "22/05/2013" 441.35 34.61
"3886" "23/05/2013" 442.14 34.15
"3887" "24/05/2013" 445.15 34.27
"3888" "28/05/2013" 441.44 35.02
"3889" "29/05/2013" 444.95 34.88
"3890" "30/05/2013" 451.58 35.03
"3891" "31/05/2013" 449.74 34.9
"3892" "3/06/2013" 450.72 35.59
"3893" "4/06/2013" 449.31 34.99
"3894" "5/06/2013" 445.11 34.78
"3895" "6/06/2013" 438.46 34.96
"3896" "7/06/2013" 441.81 35.67
"3897" "10/06/2013" 438.89 35.47
"3898" "11/06/2013" 437.6 34.84
"3899" "12/06/2013" 432.19 35
"3900" "13/06/2013" 435.96 34.72
"3901" "14/06/2013" 430.05 34.4
"3902" "17/06/2013" 432 35
"3903" "18/06/2013" 431.77 34.98
"3904" "19/06/2013" 423 34.59
"3905" "20/06/2013" 416.84 33.49
"3906" "21/06/2013" 413.5 33.26
"3907" "24/06/2013" 402.54 33.72
"3908" "25/06/2013" 402.63 33.67
"3909" "26/06/2013" 398.07 34.35
"3910" "27/06/2013" 393.78 34.62
"3911" "28/06/2013" 396.53 34.54
"3912" "1/07/2013" 409.22 34.36
"3913" "2/07/2013" 418.49 33.94
"3914" "3/07/2013" 420.8 34.01
"3915" "5/07/2013" 417.42 34.21
"3916" "8/07/2013" 415.05 34.32
"3917" "9/07/2013" 422.35 34.35
"3918" "10/07/2013" 420.73 34.7
"3919" "11/07/2013" 427.29 35.68
"3920" "12/07/2013" 426.51 35.67
"3921" "15/07/2013" 427.44 36.17
"3922" "16/07/2013" 430.2 36.27
"3923" "17/07/2013" 430.31 35.74
"3924" "18/07/2013" 431.76 35.44
"3925" "19/07/2013" 424.95 31.4
"3926" "22/07/2013" 426.31 32.01
"3927" "23/07/2013" 418.99 31.82
"3928" "24/07/2013" 440.51 31.96
"3929" "25/07/2013" 438.5 31.39
"3930" "26/07/2013" 440.99 31.62
"3931" "29/07/2013" 447.79 31.54
"3932" "30/07/2013" 453.32 31.85
"3933" "31/07/2013" 452.53 31.84
"3934" "1/08/2013" 456.68 31.67
"3935" "2/08/2013" 462.54 31.89
"3936" "5/08/2013" 469.45 31.7
