"Date" "AAPL" "MSFT"
"2338" "20/04/2007" 90.97 29.02
"2339" "23/04/2007" 93.51 28.78
"2340" "24/04/2007" 93.24 28.79
"2341" "25/04/2007" 95.35 28.99
"2342" "26/04/2007" 98.84 29.1
"2343" "27/04/2007" 99.92 30.12
"2344" "30/04/2007" 99.8 29.94
"2345" "1/05/2007" 99.47 30.4
"2346" "2/05/2007" 100.39 30.61
"2347" "3/05/2007" 100.4 30.97
"2348" "4/05/2007" 100.81 30.56
"2349" "7/05/2007" 103.92 30.71
"2350" "8/05/2007" 105.06 30.75
"2351" "9/05/2007" 106.88 30.78
"2352" "10/05/2007" 107.34 30.58
"2353" "11/05/2007" 108.74 30.89
"2354" "14/05/2007" 109.36 30.97
"2355" "15/05/2007" 107.52 30.9
"2356" "16/05/2007" 107.34 31.07
"2357" "17/05/2007" 109.44 30.98
"2358" "18/05/2007" 110.02 30.83
"2359" "21/05/2007" 111.98 31.05
"2360" "22/05/2007" 113.54 30.69
"2361" "23/05/2007" 112.89 30.58
"2362" "24/05/2007" 110.69 30.17
"2363" "25/05/2007" 113.62 30.48
"2364" "29/05/2007" 114.35 30.79
"2365" "30/05/2007" 118.77 31.11
"2366" "31/05/2007" 121.19 30.69
"2367" "1/06/2007" 118.4 30.59
"2368" "4/06/2007" 121.33 30.72
"2369" "5/06/2007" 122.67 30.58
"2370" "6/06/2007" 123.64 30.29
"2371" "7/06/2007" 124.07 29.62
"2372" "8/06/2007" 124.49 30.05
"2373" "11/06/2007" 120.19 30.02
"2374" "12/06/2007" 120.38 29.85
"2375" "13/06/2007" 117.5 30.39
"2376" "14/06/2007" 118.75 30.52
"2377" "15/06/2007" 120.5 30.49
"2378" "18/06/2007" 125.09 30.51
"2379" "19/06/2007" 123.66 30.46
"2380" "20/06/2007" 121.55 30.01
"2381" "21/06/2007" 123.9 30.22
"2382" "22/06/2007" 123 29.49
"2383" "25/06/2007" 122.34 29.49
"2384" "26/06/2007" 119.65 29.52
"2385" "27/06/2007" 121.89 29.87
"2386" "28/06/2007" 120.56 29.83
"2387" "29/06/2007" 122.04 29.47
"2388" "2/07/2007" 121.26 29.74
"2389" "3/07/2007" 127.17 30.02
"2390" "5/07/2007" 132.75 29.99
"2391" "6/07/2007" 132.3 29.97
"2392" "9/07/2007" 130.33 29.87
"2393" "10/07/2007" 132.35 29.33
"2394" "11/07/2007" 132.39 29.49
"2395" "12/07/2007" 134.07 30.07
"2396" "13/07/2007" 137.73 29.82
"2397" "16/07/2007" 138.1 30.03
"2398" "17/07/2007" 138.91 30.78
"2399" "18/07/2007" 138.12 30.92
"2400" "19/07/2007" 140 31.51
"2401" "20/07/2007" 143.75 31.16
"2402" "23/07/2007" 143.7 31.19
"2403" "24/07/2007" 134.89 30.8
"2404" "25/07/2007" 137.26 30.71
"2405" "26/07/2007" 146 29.98
"2406" "27/07/2007" 143.85 29.39
"2407" "30/07/2007" 141.43 29.4
"2408" "31/07/2007" 131.76 28.99
"2409" "1/08/2007" 135 29.3
"2410" "2/08/2007" 136.49 29.52
"2411" "3/08/2007" 131.85 28.96
"2412" "6/08/2007" 135.25 29.54
"2413" "7/08/2007" 135.03 29.55
"2414" "8/08/2007" 134.01 30
"2415" "9/08/2007" 126.39 29.3
"2416" "10/08/2007" 125 28.71
"2417" "13/08/2007" 127.79 28.63
"2418" "14/08/2007" 124.03 28.27
"2419" "15/08/2007" 119.9 28.1
"2420" "16/08/2007" 117.05 27.81
"2421" "17/08/2007" 122.06 28.25
"2422" "20/08/2007" 122.22 28.26
"2423" "21/08/2007" 127.57 28.07
"2424" "22/08/2007" 132.51 28.22
"2425" "23/08/2007" 131.07 28.3
"2426" "24/08/2007" 135.3 28.81
"2427" "27/08/2007" 132.25 28.49
"2428" "28/08/2007" 126.82 27.93
"2429" "29/08/2007" 134.08 28.59
"2430" "30/08/2007" 136.25 28.45
"2431" "31/08/2007" 138.48 28.73
"2432" "4/09/2007" 144.16 28.81
"2433" "5/09/2007" 136.76 28.48
"2434" "6/09/2007" 135.01 28.91
"2435" "7/09/2007" 131.77 28.44
"2436" "10/09/2007" 136.71 28.48
"2437" "11/09/2007" 135.49 28.93
"2438" "12/09/2007" 136.85 28.93
"2439" "13/09/2007" 137.2 29.16
"2440" "14/09/2007" 138.81 29.04
"2441" "17/09/2007" 138.41 28.72
"2442" "18/09/2007" 140.92 28.93
"2443" "19/09/2007" 140.77 28.67
"2444" "20/09/2007" 140.31 28.42
"2445" "21/09/2007" 144.15 28.65
"2446" "24/09/2007" 148.28 29.08
"2447" "25/09/2007" 153.18 29.56
"2448" "26/09/2007" 152.77 29.5
"2449" "27/09/2007" 154.5 29.49
"2450" "28/09/2007" 153.47 29.46
"2451" "1/10/2007" 156.34 29.77
"2452" "2/10/2007" 158.45 29.7
"2453" "3/10/2007" 157.92 29.45
"2454" "4/10/2007" 156.24 29.71
"2455" "5/10/2007" 161.45 29.84
"2456" "8/10/2007" 167.91 29.84
"2457" "9/10/2007" 167.86 30.1
"2458" "10/10/2007" 166.79 30.23
"2459" "11/10/2007" 162.23 29.91
"2460" "12/10/2007" 167.25 30.17
"2461" "15/10/2007" 166.98 30.04
"2462" "16/10/2007" 169.58 30.32
"2463" "17/10/2007" 172.75 31.08
"2464" "18/10/2007" 173.5 31.16
"2465" "19/10/2007" 170.42 30.17
"2466" "22/10/2007" 174.36 30.51
"2467" "23/10/2007" 186.16 30.9
"2468" "24/10/2007" 185.93 31.25
"2469" "25/10/2007" 182.78 31.99
"2470" "26/10/2007" 184.7 35.03
"2471" "29/10/2007" 185.09 34.57
"2472" "30/10/2007" 187 35.57
"2473" "31/10/2007" 189.95 36.81
"2474" "1/11/2007" 187.44 37.06
"2475" "2/11/2007" 187.87 37.06
"2476" "5/11/2007" 186.18 36.73
"2477" "6/11/2007" 191.79 36.41
"2478" "7/11/2007" 186.3 35.52
"2479" "8/11/2007" 175.47 34.74
"2480" "9/11/2007" 165.37 33.73
"2481" "12/11/2007" 153.76 33.38
"2482" "13/11/2007" 169.96 34.46
"2483" "14/11/2007" 166.11 33.93
"2484" "15/11/2007" 164.3 33.76
"2485" "16/11/2007" 166.39 34.09
"2486" "19/11/2007" 163.95 33.96
"2487" "20/11/2007" 168.85 34.58
"2488" "21/11/2007" 168.46 34.23
"2489" "23/11/2007" 171.54 34.11
"2490" "26/11/2007" 172.54 32.97
"2491" "27/11/2007" 174.81 33.06
"2492" "28/11/2007" 180.22 33.7
"2493" "29/11/2007" 184.29 33.59
"2494" "30/11/2007" 182.22 33.6
"2495" "3/12/2007" 178.86 32.92
"2496" "4/12/2007" 179.81 32.77
"2497" "5/12/2007" 185.5 34.15
"2498" "6/12/2007" 189.95 34.55
"2499" "7/12/2007" 194.3 34.53
"2500" "10/12/2007" 194.21 34.76
"2501" "11/12/2007" 188.54 34.1
"2502" "12/12/2007" 190.86 34.47
"2503" "13/12/2007" 191.83 35.22
"2504" "14/12/2007" 190.39 35.31
"2505" "17/12/2007" 184.4 34.39
"2506" "18/12/2007" 182.98 34.74
"2507" "19/12/2007" 183.12 34.79
"2508" "20/12/2007" 187.21 35.52
"2509" "21/12/2007" 193.91 36.06
"2510" "24/12/2007" 198.8 36.58
"2511" "26/12/2007" 198.95 36.61
"2512" "27/12/2007" 198.57 35.97
"2513" "28/12/2007" 199.83 36.12
"2514" "31/12/2007" 198.08 35.6
"2515" "2/01/2008" 194.84 35.22
"2516" "3/01/2008" 194.93 35.37
"2517" "4/01/2008" 180.05 34.38
"2518" "7/01/2008" 177.64 34.61
"2519" "8/01/2008" 171.25 33.45
"2520" "9/01/2008" 179.4 34.44
"2521" "10/01/2008" 178.02 34.33
"2522" "11/01/2008" 172.69 33.91
"2523" "14/01/2008" 178.78 34.39
"2524" "15/01/2008" 169.04 34
"2525" "16/01/2008" 159.64 33.23
"2526" "17/01/2008" 160.89 33.11
"2527" "18/01/2008" 161.36 33.01
"2528" "22/01/2008" 155.64 31.99
"2529" "23/01/2008" 139.07 31.93
"2530" "24/01/2008" 135.6 33.25
"2531" "25/01/2008" 130.01 32.94
"2532" "28/01/2008" 130.01 32.72
"2533" "29/01/2008" 131.54 32.6
"2534" "30/01/2008" 132.18 32.2
"2535" "31/01/2008" 135.36 32.6
"2536" "1/02/2008" 133.75 30.45
"2537" "4/02/2008" 131.65 30.19
"2538" "5/02/2008" 129.36 29.07
"2539" "6/02/2008" 122 28.52
"2540" "7/02/2008" 121.24 28.12
"2541" "8/02/2008" 125.48 28.56
"2542" "11/02/2008" 129.45 28.21
"2543" "12/02/2008" 124.86 28.34
"2544" "13/02/2008" 129.4 28.96
"2545" "14/02/2008" 127.46 28.5
"2546" "15/02/2008" 124.63 28.42
"2547" "19/02/2008" 122.18 28.17
"2548" "20/02/2008" 123.82 28.22
"2549" "21/02/2008" 121.54 28.1
"2550" "22/02/2008" 119.46 27.68
"2551" "25/02/2008" 119.74 27.84
"2552" "26/02/2008" 119.15 28.38
"2553" "27/02/2008" 122.96 28.26
"2554" "28/02/2008" 129.91 27.93
"2555" "29/02/2008" 125.02 27.2
"2556" "3/03/2008" 121.73 26.99
"2557" "4/03/2008" 124.62 27.59
"2558" "5/03/2008" 124.49 28.12
"2559" "6/03/2008" 120.93 27.57
"2560" "7/03/2008" 122.25 27.87
"2561" "10/03/2008" 119.69 28.05
"2562" "11/03/2008" 127.35 29.28
"2563" "12/03/2008" 126.03 28.63
"2564" "13/03/2008" 127.94 28.62
"2565" "14/03/2008" 126.61 27.96
"2566" "17/03/2008" 126.73 28.3
"2567" "18/03/2008" 132.82 29.42
"2568" "19/03/2008" 129.67 28.62
"2569" "20/03/2008" 133.27 29.18
"2570" "24/03/2008" 139.53 29.17
"2571" "25/03/2008" 140.98 29.14
"2572" "26/03/2008" 145.06 28.56
"2573" "27/03/2008" 140.25 28.05
"2574" "28/03/2008" 143.01 27.91
"2575" "31/03/2008" 143.5 28.38
"2576" "1/04/2008" 149.53 29.5
"2577" "2/04/2008" 147.49 29.16
"2578" "3/04/2008" 151.61 29
"2579" "4/04/2008" 153.08 29.16
"2580" "7/04/2008" 155.89 29.16
"2581" "8/04/2008" 152.84 28.75
"2582" "9/04/2008" 151.44 28.89
"2583" "10/04/2008" 154.55 29.11
"2584" "11/04/2008" 147.14 28.28
"2585" "14/04/2008" 147.78 28.06
"2586" "15/04/2008" 148.38 28.25
"2587" "16/04/2008" 153.7 28.95
"2588" "17/04/2008" 154.49 29.22
"2589" "18/04/2008" 161.04 30
"2590" "21/04/2008" 168.16 30.42
"2591" "22/04/2008" 160.2 30.25
"2592" "23/04/2008" 162.89 31.45
"2593" "24/04/2008" 168.94 31.8
"2594" "25/04/2008" 169.73 29.83
"2595" "28/04/2008" 172.24 28.99
"2596" "29/04/2008" 175.05 28.64
"2597" "30/04/2008" 173.95 28.52
"2598" "1/05/2008" 180 29.4
"2599" "2/05/2008" 180.94 29.24
"2600" "5/05/2008" 184.73 29.08
"2601" "6/05/2008" 186.66 29.7
"2602" "7/05/2008" 182.59 29.21
"2603" "8/05/2008" 185.06 29.27
"2604" "9/05/2008" 183.45 29.39
"2605" "12/05/2008" 188.16 29.99
"2606" "13/05/2008" 189.96 29.78
"2607" "14/05/2008" 186.26 29.93
"2608" "15/05/2008" 189.73 30.45
"2609" "16/05/2008" 187.62 29.99
"2610" "19/05/2008" 183.6 29.46
"2611" "20/05/2008" 185.9 28.76
"2612" "21/05/2008" 178.19 28.25
"2613" "22/05/2008" 177.05 28.47
"2614" "23/05/2008" 181.17 28.05
"2615" "27/05/2008" 186.43 28.44
"2616" "28/05/2008" 187.01 28.18
"2617" "29/05/2008" 186.69 28.31
"2618" "30/05/2008" 188.75 28.32
"2619" "2/06/2008" 186.1 27.8
"2620" "3/06/2008" 185.37 27.31
"2621" "4/06/2008" 185.19 27.54
"2622" "5/06/2008" 189.43 28.3
"2623" "6/06/2008" 185.64 27.49
"2624" "9/06/2008" 181.61 27.71
"2625" "10/06/2008" 185.64 27.89
"2626" "11/06/2008" 180.81 27.12
"2627" "12/06/2008" 173.26 28.24
"2628" "13/06/2008" 172.37 29.07
"2629" "16/06/2008" 176.84 28.93
"2630" "17/06/2008" 181.43 28.8
"2631" "18/06/2008" 178.75 28.46
"2632" "19/06/2008" 180.9 28.93
"2633" "20/06/2008" 175.27 28.23
"2634" "23/06/2008" 173.16 27.97
"2635" "24/06/2008" 173.25 27.73
"2636" "25/06/2008" 177.39 28.35
"2637" "26/06/2008" 168.26 27.75
"2638" "27/06/2008" 170.09 27.63
"2639" "30/06/2008" 167.44 27.51
"2640" "1/07/2008" 174.68 26.87
"2641" "2/07/2008" 168.18 25.88
"2642" "3/07/2008" 170.12 25.98
"2643" "7/07/2008" 175.16 26.03
"2644" "8/07/2008" 179.55 25.85
"2645" "9/07/2008" 174.25 25.23
"2646" "10/07/2008" 176.63 25.45
"2647" "11/07/2008" 172.58 25.25
"2648" "14/07/2008" 173.88 25.15
"2649" "15/07/2008" 169.64 26.15
"2650" "16/07/2008" 172.81 27.26
"2651" "17/07/2008" 171.81 27.52
"2652" "18/07/2008" 165.15 25.86
"2653" "21/07/2008" 166.29 25.64
"2654" "22/07/2008" 162.02 25.8
"2655" "23/07/2008" 166.26 26.43
"2656" "24/07/2008" 159.03 25.44
"2657" "25/07/2008" 162.12 26.16
"2658" "28/07/2008" 154.4 25.5
"2659" "29/07/2008" 157.08 26.11
"2660" "30/07/2008" 159.88 26.23
"2661" "31/07/2008" 158.95 25.72
"2662" "1/08/2008" 156.66 25.44
"2663" "4/08/2008" 153.23 25.28
"2664" "5/08/2008" 160.64 26.21
"2665" "6/08/2008" 164.19 27.02
"2666" "7/08/2008" 163.57 27.39
"2667" "8/08/2008" 169.55 28.13
"2668" "11/08/2008" 173.56 27.9
"2669" "12/08/2008" 176.73 28.12
"2670" "13/08/2008" 179.3 27.91
"2671" "14/08/2008" 179.32 27.91
"2672" "15/08/2008" 175.74 27.81
"2673" "18/08/2008" 175.39 27.69
"2674" "19/08/2008" 173.53 27.32
"2675" "20/08/2008" 175.84 27.29
"2676" "21/08/2008" 174.29 27.18
"2677" "22/08/2008" 176.79 27.84
"2678" "25/08/2008" 172.55 27.66
"2679" "26/08/2008" 173.64 27.27
"2680" "27/08/2008" 174.67 27.56
"2681" "28/08/2008" 173.74 27.94
"2682" "29/08/2008" 169.53 27.29
"2683" "2/09/2008" 166.19 27.1
"2684" "3/09/2008" 166.96 26.9
"2685" "4/09/2008" 161.22 26.35
"2686" "5/09/2008" 160.18 25.65
"2687" "8/09/2008" 157.92 26.12
"2688" "9/09/2008" 151.68 26.1
"2689" "10/09/2008" 151.61 26.44
"2690" "11/09/2008" 152.65 27.34
"2691" "12/09/2008" 148.94 27.62
"2692" "15/09/2008" 140.36 26.82
"2693" "16/09/2008" 139.88 25.99
"2694" "17/09/2008" 127.83 24.57
"2695" "18/09/2008" 134.09 25.26
"2696" "19/09/2008" 140.91 25.16
"2697" "22/09/2008" 131.05 25.4
"2698" "23/09/2008" 126.84 25.44
"2699" "24/09/2008" 128.71 25.72
"2700" "25/09/2008" 131.93 26.61
"2701" "26/09/2008" 128.24 27.4
"2702" "29/09/2008" 105.26 25.01
"2703" "30/09/2008" 113.66 26.69
"2704" "1/10/2008" 109.12 26.48
"2705" "2/10/2008" 100.1 26.25
"2706" "3/10/2008" 97.07 26.32
"2707" "6/10/2008" 98.14 24.91
"2708" "7/10/2008" 89.16 23.23
"2709" "8/10/2008" 89.79 23.01
"2710" "9/10/2008" 88.74 22.3
"2711" "10/10/2008" 96.8 21.5
"2712" "13/10/2008" 110.26 25.5
"2713" "14/10/2008" 104.08 24.1
"2714" "15/10/2008" 97.95 22.66
"2715" "16/10/2008" 101.89 24.19
"2716" "17/10/2008" 97.4 23.93
"2717" "20/10/2008" 98.44 24.72
"2718" "21/10/2008" 91.49 23.36
"2719" "22/10/2008" 96.87 21.53
"2720" "23/10/2008" 98.23 22.32
"2721" "24/10/2008" 96.38 21.96
"2722" "27/10/2008" 92.09 21.18
"2723" "28/10/2008" 99.91 23.1
"2724" "29/10/2008" 104.55 23
"2725" "30/10/2008" 111.04 22.63
"2726" "31/10/2008" 107.59 22.33
"2727" "3/11/2008" 106.96 22.62
"2728" "4/11/2008" 110.99 23.53
"2729" "5/11/2008" 103.3 22.08
"2730" "6/11/2008" 99.1 20.88
"2731" "7/11/2008" 98.24 21.5
"2732" "10/11/2008" 95.88 21.3
"2733" "11/11/2008" 94.77 21.2
"2734" "12/11/2008" 90.12 20.3
"2735" "13/11/2008" 96.44 21.25
"2736" "14/11/2008" 90.24 20.06
"2737" "17/11/2008" 88.14 19.32
"2738" "18/11/2008" 89.91 19.62
"2739" "19/11/2008" 86.29 18.29
"2740" "20/11/2008" 80.49 17.53
"2741" "21/11/2008" 82.58 19.68
"2742" "24/11/2008" 92.95 20.69
"2743" "25/11/2008" 90.8 19.99
"2744" "26/11/2008" 95 20.49
"2745" "27/11/2008" 95 20.49
"2746" "28/11/2008" 92.67 20.22
"2747" "1/12/2008" 88.93 18.61
"2748" "2/12/2008" 92.47 19.15
"2749" "3/12/2008" 95.9 19.87
"2750" "4/12/2008" 91.41 19.11
"2751" "5/12/2008" 94 19.87
"2752" "8/12/2008" 99.72 21.01
"2753" "9/12/2008" 100.06 20.6
"2754" "10/12/2008" 98.21 20.61
"2755" "11/12/2008" 95 19.45
"2756" "12/12/2008" 98.27 19.36
"2757" "15/12/2008" 94.75 19.04
"2758" "16/12/2008" 95.43 20.11
"2759" "17/12/2008" 89.16 19.66
"2760" "18/12/2008" 89.43 19.3
"2761" "19/12/2008" 90 19.12
"2762" "22/12/2008" 85.74 19.18
"2763" "23/12/2008" 86.38 19.28
"2764" "24/12/2008" 85.04 19.17
"2765" "25/12/2008" 85.04 19.17
"2766" "26/12/2008" 85.81 19.13
"2767" "29/12/2008" 86.61 18.96
"2768" "30/12/2008" 86.29 19.34
"2769" "31/12/2008" 85.35 19.44
"2770" "1/01/2009" 85.35 19.44
"2771" "2/01/2009" 90.75 20.33
"2772" "5/01/2009" 94.58 20.52
"2773" "6/01/2009" 93.02 20.76
"2774" "7/01/2009" 91.01 19.51
"2775" "8/01/2009" 92.7 20.12
"2776" "9/01/2009" 90.58 19.52
"2777" "12/01/2009" 88.66 19.47
"2778" "13/01/2009" 87.71 19.82
"2779" "14/01/2009" 85.33 19.09
"2780" "15/01/2009" 83.38 19.24
"2781" "16/01/2009" 82.33 19.71
"2782" "20/01/2009" 78.2 18.48
"2783" "21/01/2009" 82.83 19.38
"2784" "22/01/2009" 88.36 17.11
"2785" "23/01/2009" 88.36 17.2
"2786" "26/01/2009" 89.64 17.63
"2787" "27/01/2009" 90.73 17.66
"2788" "28/01/2009" 94.2 18.04
"2789" "29/01/2009" 93 17.59
"2790" "30/01/2009" 90.13 17.1
"2791" "2/02/2009" 91.51 17.83
"2792" "3/02/2009" 92.98 18.5
"2793" "4/02/2009" 93.55 18.63
"2794" "5/02/2009" 96.46 19.04
"2795" "6/02/2009" 99.72 19.66
"2796" "9/02/2009" 102.51 19.44
"2797" "10/02/2009" 97.83 18.8
"2798" "11/02/2009" 96.82 19.21
"2799" "12/02/2009" 99.27 19.26
"2800" "13/02/2009" 99.16 19.09
"2801" "17/02/2009" 94.53 18.09
"2802" "18/02/2009" 94.37 18.12
"2803" "19/02/2009" 90.64 17.91
"2804" "20/02/2009" 91.2 18
"2805" "23/02/2009" 86.95 17.21
"2806" "24/02/2009" 90.25 17.17
"2807" "25/02/2009" 91.16 16.96
"2808" "26/02/2009" 89.19 16.42
"2809" "27/02/2009" 89.31 16.15
"2810" "2/03/2009" 87.94 15.79
"2811" "3/03/2009" 88.37 15.88
"2812" "4/03/2009" 91.17 16.12
"2813" "5/03/2009" 88.84 15.27
"2814" "6/03/2009" 85.3 15.28
"2815" "9/03/2009" 83.11 15.15
"2816" "10/03/2009" 88.63 16.48
"2817" "11/03/2009" 92.68 17.11
"2818" "12/03/2009" 96.35 17.01
"2819" "13/03/2009" 95.93 16.65
"2820" "16/03/2009" 95.42 16.25
"2821" "17/03/2009" 99.66 16.9
"2822" "18/03/2009" 101.52 16.96
"2823" "19/03/2009" 101.62 17.14
"2824" "20/03/2009" 101.59 17.06
"2825" "23/03/2009" 107.66 18.33
"2826" "24/03/2009" 106.5 17.93
"2827" "25/03/2009" 106.49 17.88
"2828" "26/03/2009" 109.87 18.83
"2829" "27/03/2009" 106.85 18.13
"2830" "30/03/2009" 104.49 17.48
"2831" "31/03/2009" 105.12 18.37
"2832" "1/04/2009" 108.69 19.31
"2833" "2/04/2009" 112.71 19.29
"2834" "3/04/2009" 115.99 18.75
"2835" "6/04/2009" 118.45 18.76
"2836" "7/04/2009" 115 18.76
"2837" "8/04/2009" 116.32 19.19
"2838" "9/04/2009" 119.57 19.67
"2839" "10/04/2009" 119.57 19.67
"2840" "13/04/2009" 120.22 19.59
"2841" "14/04/2009" 118.31 19.35
"2842" "15/04/2009" 117.64 18.83
"2843" "16/04/2009" 121.45 19.76
"2844" "17/04/2009" 123.42 19.2
"2845" "20/04/2009" 120.5 18.61
"2846" "21/04/2009" 121.76 18.97
"2847" "22/04/2009" 121.51 18.78
"2848" "23/04/2009" 125.4 18.92
"2849" "24/04/2009" 123.9 20.91
"2850" "27/04/2009" 124.73 20.4
"2851" "28/04/2009" 123.9 19.93
"2852" "29/04/2009" 125.14 20.25
"2853" "30/04/2009" 125.83 20.26
"2854" "1/05/2009" 127.24 20.24
"2855" "4/05/2009" 132.07 20.19
"2856" "5/05/2009" 132.71 19.79
"2857" "6/05/2009" 132.5 19.79
"2858" "7/05/2009" 129.06 19.32
"2859" "8/05/2009" 129.19 19.42
"2860" "11/05/2009" 129.57 19.32
"2861" "12/05/2009" 124.42 19.89
"2862" "13/05/2009" 119.49 19.75
"2863" "14/05/2009" 122.95 20.06
"2864" "15/05/2009" 122.42 20.22
"2865" "18/05/2009" 126.65 20.6
"2866" "19/05/2009" 127.45 20.31
"2867" "20/05/2009" 125.87 20.38
"2868" "21/05/2009" 124.18 19.82
"2869" "22/05/2009" 122.5 19.75
"2870" "26/05/2009" 130.78 20.34
"2871" "27/05/2009" 133.05 20.13
"2872" "28/05/2009" 135.07 20.45
"2873" "29/05/2009" 135.81 20.89
"2874" "1/06/2009" 139.35 21.4
"2875" "2/06/2009" 139.49 21.4
"2876" "3/06/2009" 140.95 21.73
"2877" "4/06/2009" 143.74 21.83
"2878" "5/06/2009" 144.67 22.14
"2879" "8/06/2009" 143.85 22.05
"2880" "9/06/2009" 142.72 22.08
"2881" "10/06/2009" 140.25 22.55
"2882" "11/06/2009" 139.95 22.83
"2883" "12/06/2009" 136.97 23.33
"2884" "15/06/2009" 136.09 23.42
"2885" "16/06/2009" 136.35 23.45
"2886" "17/06/2009" 135.58 23.68
"2887" "18/06/2009" 135.88 23.5
"2888" "19/06/2009" 139.48 24.07
"2889" "22/06/2009" 137.37 23.28
"2890" "23/06/2009" 134.01 23.34
"2891" "24/06/2009" 136.22 23.47
"2892" "25/06/2009" 139.86 23.79
"2893" "26/06/2009" 142.44 23.35
"2894" "29/06/2009" 141.97 23.86
"2895" "30/06/2009" 142.43 23.77
"2896" "1/07/2009" 142.83 24.04
"2897" "2/07/2009" 140.02 23.37
"2898" "3/07/2009" 140.02 23.37
"2899" "6/07/2009" 138.61 23.2
"2900" "7/07/2009" 135.4 22.53
"2901" "8/07/2009" 137.22 22.56
"2902" "9/07/2009" 136.36 22.44
"2903" "10/07/2009" 138.52 22.39
"2904" "13/07/2009" 142.34 23.23
"2905" "14/07/2009" 142.27 23.11
"2906" "15/07/2009" 146.88 24.12
"2907" "16/07/2009" 147.52 24.44
"2908" "17/07/2009" 151.75 24.29
"2909" "20/07/2009" 152.91 24.53
"2910" "21/07/2009" 151.51 24.83
"2911" "22/07/2009" 156.74 24.8
"2912" "23/07/2009" 157.82 25.56
"2913" "24/07/2009" 159.99 23.45
"2914" "27/07/2009" 160.1 23.11
"2915" "28/07/2009" 160 23.47
"2916" "29/07/2009" 160.03 23.8
"2917" "30/07/2009" 162.79 23.81
"2918" "31/07/2009" 163.39 23.52
"2919" "3/08/2009" 166.43 23.83
"2920" "4/08/2009" 165.55 23.77
"2921" "5/08/2009" 165.11 23.81
"2922" "6/08/2009" 163.91 23.46
"2923" "7/08/2009" 165.51 23.56
"2924" "10/08/2009" 164.72 23.42
"2925" "11/08/2009" 162.83 23.13
"2926" "12/08/2009" 165.31 23.53
"2927" "13/08/2009" 168.42 23.62
"2928" "14/08/2009" 166.78 23.69
"2929" "17/08/2009" 159.59 23.25
"2930" "18/08/2009" 164 23.58
"2931" "19/08/2009" 164.6 23.65
"2932" "20/08/2009" 166.33 23.67
"2933" "21/08/2009" 169.22 24.41
"2934" "24/08/2009" 169.06 24.64
"2935" "25/08/2009" 169.4 24.64
"2936" "26/08/2009" 167.41 24.55
"2937" "27/08/2009" 169.45 24.69
"2938" "28/08/2009" 170.05 24.68
"2939" "31/08/2009" 168.21 24.65
"2940" "1/09/2009" 165.3 24
"2941" "2/09/2009" 165.18 23.86
"2942" "3/09/2009" 166.55 24.11
"2943" "4/09/2009" 170.31 24.62
"2944" "8/09/2009" 172.93 24.82
"2945" "9/09/2009" 171.14 24.78
"2946" "10/09/2009" 172.56 25
"2947" "11/09/2009" 172.16 24.86
"2948" "14/09/2009" 173.72 25
"2949" "15/09/2009" 175.16 25.2
"2950" "16/09/2009" 181.87 25.2
"2951" "17/09/2009" 184.55 25.3
"2952" "18/09/2009" 185.02 25.26
"2953" "21/09/2009" 184.02 25.3
"2954" "22/09/2009" 184.48 25.77
"2955" "23/09/2009" 185.5 25.71
"2956" "24/09/2009" 183.82 25.94
"2957" "25/09/2009" 182.37 25.55
"2958" "28/09/2009" 186.15 25.83
"2959" "29/09/2009" 185.38 25.75
"2960" "30/09/2009" 185.35 25.72
"2961" "1/10/2009" 180.86 24.88
"2962" "2/10/2009" 184.9 24.96
"2963" "5/10/2009" 186.02 24.64
"2964" "6/10/2009" 190.01 25.11
"2965" "7/10/2009" 190.25 25.1
"2966" "8/10/2009" 189.27 25.67
"2967" "9/10/2009" 190.47 25.55
"2968" "12/10/2009" 190.81 25.72
"2969" "13/10/2009" 190.02 25.81
"2970" "14/10/2009" 191.29 25.96
"2971" "15/10/2009" 190.56 26.71
"2972" "16/10/2009" 188.05 26.5
"2973" "19/10/2009" 189.86 26.36
"2974" "20/10/2009" 198.76 26.37
"2975" "21/10/2009" 204.92 26.58
"2976" "22/10/2009" 205.2 26.59
"2977" "23/10/2009" 203.94 28.02
"2978" "26/10/2009" 202.48 28.68
"2979" "27/10/2009" 197.37 28.59
"2980" "28/10/2009" 192.4 28.02
"2981" "29/10/2009" 196.35 28.22
"2982" "30/10/2009" 188.5 27.73
"2983" "2/11/2009" 189.31 27.88
"2984" "3/11/2009" 188.75 27.53
"2985" "4/11/2009" 190.81 28.06
"2986" "5/11/2009" 194.03 28.47
"2987" "6/11/2009" 194.34 28.52
"2988" "9/11/2009" 201.46 28.99
"2989" "10/11/2009" 202.98 29.01
"2990" "11/11/2009" 203.25 29.12
"2991" "12/11/2009" 201.99 29.36
"2992" "13/11/2009" 204.45 29.63
"2993" "16/11/2009" 206.63 29.54
"2994" "17/11/2009" 207 30
"2995" "18/11/2009" 205.96 30.11
"2996" "19/11/2009" 200.51 29.78
"2997" "20/11/2009" 199.92 29.62
"2998" "23/11/2009" 205.88 29.94
"2999" "24/11/2009" 204.44 29.91
"3000" "25/11/2009" 204.19 29.79
"3001" "26/11/2009" 204.19 29.79
"3002" "27/11/2009" 200.59 29.22
"3003" "30/11/2009" 199.91 29.41
"3004" "1/12/2009" 196.97 30.01
"3005" "2/12/2009" 196.23 29.78
